part,episode,frame,action_jump_mm,control_lag_mm
gear_20teeth,9,57,0.0,0.678088903427124
gear_20teeth,9,58,0.0,0.7714736461639404
gear_20teeth,9,59,0.0,0.918975293636322
gear_20teeth,9,60,0.0,0.9906353950500488
gear_20teeth,9,61,0.0,1.249603033065796
gear_20teeth,9,62,0.0,0.52650386095047
gear_20teeth,9,63,0.0,0.6744464635848999
gear_20teeth,9,64,0.0,0.7710988521575928
gear_20teeth,18,1,0.00016021728515625,0.0002534980303607881
gear_20teeth,18,2,0.0002534980303607881,0.0
gear_20teeth,18,3,0.0,0.0
gear_20teeth,18,4,0.0,0.0
gear_20teeth,18,5,0.0,0.0
gear_20teeth,18,6,0.0,0.0
gear_20teeth,18,7,0.0,0.0
gear_20teeth,18,8,0.0,0.0
gear_20teeth,18,9,0.0,0.0
gear_20teeth,18,10,153.01522827148438,153.01522827148438
gear_20teeth,18,11,0.0,166.15379333496094
gear_20teeth,18,12,0.0,14.101350784301758
gear_20teeth,18,13,0.0,0.22146792709827423
gear_20teeth,18,14,12.94091796875,12.602432250976562
gear_20teeth,18,15,12.05908203125,11.562859535217285
gear_20teeth,18,16,10.3553466796875,9.891191482543945
gear_20teeth,18,17,7.9459228515625,7.556316375732422
gear_20teeth,18,18,4.9949951171875,4.695899963378906
gear_20teeth,18,19,1.7037353515625,1.4800493717193604
gear_20teeth,18,20,0.0,1.437056541442871
gear_20teeth,18,21,0.0,1.3881548643112183
gear_20teeth,18,22,0.0,1.32823646068573
gear_20teeth,18,23,0.0,1.30473792552948
gear_20teeth,18,24,0.0,1.2653018236160278
gear_20teeth,18,25,0.0,1.2822426557540894
gear_20teeth,18,26,0.0,1.2874717712402344
gear_20teeth,18,27,0.0,1.3138147592544556
gear_20teeth,18,28,0.0,1.3369176387786865
gear_20teeth,18,29,0.0,1.3904082775115967
gear_20teeth,18,30,0.0,1.3747607469558716
gear_20teeth,18,31,50.0,0.2780444324016571
gear_20teeth,18,32,76.63655853271484,25.8608341217041
gear_20teeth,18,33,0.0,0.316346138715744
gear_20teeth,18,34,0.0,0.5483225584030151
gear_20teeth,18,35,0.0,0.7829004526138306
gear_20teeth,18,36,0.0,1.017749309539795
gear_20teeth,18,37,0.0,1.2529658079147339
gear_20teeth,18,38,0.0,0.316653311252594
gear_20teeth,18,39,0.0,0.5486560463905334
gear_20teeth,18,40,0.0,0.7830289602279663
gear_20teeth,18,41,0.0,1.0181255340576172
gear_20teeth,18,42,0.0,1.252895474433899
gear_20teeth,18,43,0.0,0.3173159062862396
gear_20teeth,18,44,12.94091796875,12.489507675170898
gear_20teeth,18,45,12.05908203125,11.366025924682617
gear_20teeth,18,46,10.3553466796875,9.696590423583984
gear_20teeth,18,47,7.9459228515625,7.392955780029297
gear_20teeth,18,48,4.9949951171875,4.677407741546631
gear_20teeth,18,49,1.7037353515625,1.479351282119751
gear_20teeth,18,50,0.0,0.25594833493232727
gear_20teeth,18,51,0.0,0.42817455530166626
gear_20teeth,18,52,0.0,0.6635332107543945
gear_20teeth,18,53,0.0,0.8248640894889832
gear_20teeth,18,54,0.0,0.9893821477890015
gear_20teeth,18,55,0.0,1.2715474367141724
gear_20teeth,18,56,0.0,0.4774933457374573
gear_20teeth,18,57,0.0,0.678088903427124
gear_20teeth,18,58,0.0,0.7714736461639404
gear_20teeth,18,59,0.0,0.918975293636322
gear_20teeth,18,60,0.0,0.9906353950500488
gear_20teeth,18,61,0.0,1.249603033065796
gear_20teeth,18,62,0.0,0.52650386095047
gear_20teeth,18,63,0.0,0.6744464635848999
gear_20teeth,18,64,0.0,0.7710988521575928
gear_20teeth,27,1,0.00016021728515625,0.0002534980303607881
gear_20teeth,27,2,0.0002534980303607881,0.0
gear_20teeth,27,3,0.0,0.0
gear_20teeth,27,4,0.0,0.0
gear_20teeth,27,5,0.0,0.0
gear_20teeth,27,6,0.0,0.0
gear_20teeth,27,7,0.0,0.0
gear_20teeth,27,8,0.0,0.0
gear_20teeth,27,9,0.0,0.0
gear_20teeth,27,10,153.01522827148438,153.01522827148438
gear_20teeth,27,11,0.0,166.15379333496094
gear_20teeth,27,12,0.0,14.101350784301758
gear_20teeth,27,13,0.0,0.22146792709827423
gear_20teeth,27,14,12.94091796875,12.602432250976562
gear_20teeth,27,15,12.05908203125,11.562859535217285
gear_20teeth,27,16,10.3553466796875,9.891191482543945
gear_20teeth,27,17,7.9459228515625,7.556316375732422
gear_20teeth,27,18,4.9949951171875,4.695899963378906
gear_20teeth,27,19,1.7037353515625,1.4800493717193604
gear_20teeth,27,20,0.0,1.437056541442871
gear_20teeth,27,21,0.0,1.3881548643112183
gear_20teeth,27,22,0.0,1.32823646068573
gear_20teeth,27,23,0.0,1.30473792552948
gear_20teeth,27,24,0.0,1.2653018236160278
gear_20teeth,27,25,0.0,1.2822426557540894
gear_20teeth,27,26,0.0,1.2874717712402344
gear_20teeth,27,27,0.0,1.3138147592544556
gear_20teeth,27,28,0.0,1.3369176387786865
gear_20teeth,27,29,0.0,1.3904082775115967
gear_20teeth,27,30,0.0,1.3747607469558716
gear_20teeth,27,31,50.0,0.2780444324016571
gear_20teeth,27,32,76.63655853271484,25.8608341217041
gear_20teeth,27,33,0.0,0.316346138715744
gear_20teeth,27,34,0.0,0.5483225584030151
gear_20teeth,27,35,0.0,0.7829004526138306
gear_20teeth,27,36,0.0,1.017749309539795
gear_20teeth,27,37,0.0,1.2529658079147339
gear_20teeth,27,38,0.0,0.316653311252594
gear_20teeth,27,39,0.0,0.5486560463905334
gear_20teeth,27,40,0.0,0.7830289602279663
gear_20teeth,27,41,0.0,1.0181255340576172
gear_20teeth,27,42,0.0,1.252895474433899
gear_20teeth,27,43,0.0,0.3173159062862396
gear_20teeth,27,44,12.94091796875,12.489507675170898
gear_20teeth,27,45,12.05908203125,11.366025924682617
gear_20teeth,27,46,10.3553466796875,9.696590423583984
gear_20teeth,27,47,7.9459228515625,7.392955780029297
gear_20teeth,27,48,4.9949951171875,4.677407741546631
gear_20teeth,27,49,1.7037353515625,1.479351282119751
gear_20teeth,27,50,0.0,0.25594833493232727
gear_20teeth,27,51,0.0,0.42817455530166626
gear_20teeth,27,52,0.0,0.6635332107543945
gear_20teeth,27,53,0.0,0.8248640894889832
gear_20teeth,27,54,0.0,0.9893821477890015
gear_20teeth,27,55,0.0,1.2715474367141724
gear_20teeth,27,56,0.0,0.4774933457374573
gear_20teeth,27,57,0.0,0.678088903427124
gear_20teeth,27,58,0.0,0.7714736461639404
gear_20teeth,27,59,0.0,0.918975293636322
gear_20teeth,27,60,0.0,0.9906353950500488
gear_20teeth,27,61,0.0,1.249603033065796
gear_20teeth,27,62,0.0,0.52650386095047
gear_20teeth,27,63,0.0,0.6744464635848999
gear_20teeth,27,64,0.0,0.7710988521575928
gear_20teeth,36,1,0.00016021728515625,0.0002534980303607881
gear_20teeth,36,2,0.0002534980303607881,0.0
gear_20teeth,36,3,0.0,0.0
gear_20teeth,36,4,0.0,0.0
gear_20teeth,36,5,0.0,0.0
gear_20teeth,36,6,0.0,0.0
gear_20teeth,36,7,0.0,0.0
gear_20teeth,36,8,0.0,0.0
gear_20teeth,36,9,0.0,0.0
gear_20teeth,36,10,153.01522827148438,153.01522827148438
gear_20teeth,36,11,0.0,166.15379333496094
gear_20teeth,36,12,0.0,14.101350784301758
gear_20teeth,36,13,0.0,0.22146792709827423
gear_20teeth,36,14,12.94091796875,12.602432250976562
gear_20teeth,36,15,12.05908203125,11.562859535217285
gear_20teeth,36,16,10.3553466796875,9.891191482543945
gear_20teeth,36,17,7.9459228515625,7.556316375732422
gear_20teeth,36,18,4.9949951171875,4.695899963378906
gear_20teeth,36,19,1.7037353515625,1.4800493717193604
gear_20teeth,36,20,0.0,1.437056541442871
gear_20teeth,36,21,0.0,1.3881548643112183
gear_20teeth,36,22,0.0,1.32823646068573
gear_20teeth,36,23,0.0,1.30473792552948
gear_20teeth,36,24,0.0,1.2653018236160278
gear_20teeth,36,25,0.0,1.2822426557540894
gear_20teeth,36,26,0.0,1.2874717712402344
gear_20teeth,36,27,0.0,1.3138147592544556
gear_20teeth,36,28,0.0,1.3369176387786865
gear_20teeth,36,29,0.0,1.3904082775115967
gear_20teeth,36,30,0.0,1.3747607469558716
gear_20teeth,36,31,50.0,0.2780444324016571
gear_20teeth,36,32,76.63655853271484,25.8608341217041
gear_20teeth,36,33,0.0,0.316346138715744
gear_20teeth,36,34,0.0,0.5483225584030151
gear_20teeth,36,35,0.0,0.7829004526138306
gear_20teeth,36,36,0.0,1.017749309539795
gear_20teeth,36,37,0.0,1.2529658079147339
gear_20teeth,36,38,0.0,0.316653311252594
gear_20teeth,36,39,0.0,0.5486560463905334
gear_20teeth,36,40,0.0,0.7830289602279663
gear_20teeth,36,41,0.0,1.0181255340576172
gear_20teeth,36,42,0.0,1.252895474433899
gear_20teeth,36,43,0.0,0.3173159062862396
gear_20teeth,36,44,12.94091796875,12.489507675170898
gear_20teeth,36,45,12.05908203125,11.366025924682617
gear_20teeth,36,46,10.3553466796875,9.696590423583984
gear_20teeth,36,47,7.9459228515625,7.392955780029297
gear_20teeth,36,48,4.9949951171875,4.677407741546631
gear_20teeth,36,49,1.7037353515625,1.479351282119751
gear_20teeth,36,50,0.0,0.25594833493232727
gear_20teeth,36,51,0.0,0.42817455530166626
gear_20teeth,36,52,0.0,0.6635332107543945
gear_20teeth,36,53,0.0,0.8248640894889832
gear_20teeth,36,54,0.0,0.9893821477890015
gear_20teeth,36,55,0.0,1.2715474367141724
gear_20teeth,36,56,0.0,0.4774933457374573
gear_20teeth,36,57,0.0,0.678088903427124
gear_20teeth,36,58,0.0,0.7714736461639404
gear_20teeth,36,59,0.0,0.918975293636322
gear_20teeth,36,60,0.0,0.9906353950500488
gear_20teeth,36,61,0.0,1.249603033065796
gear_20teeth,36,62,0.0,0.52650386095047
gear_20teeth,36,63,0.0,0.6744464635848999
gear_20teeth,36,64,0.0,0.7710988521575928
gear_20teeth,45,1,0.00016021728515625,0.0002534980303607881
gear_20teeth,45,2,0.0002534980303607881,0.0
gear_20teeth,45,3,0.0,0.0
gear_20teeth,45,4,0.0,0.0
gear_20teeth,45,5,0.0,0.0
gear_20teeth,45,6,0.0,0.0
gear_20teeth,45,7,0.0,0.0
gear_20teeth,45,8,0.0,0.0
gear_20teeth,45,9,0.0,0.0
gear_20teeth,45,10,153.01522827148438,153.01522827148438
gear_20teeth,45,11,0.0,166.15379333496094
gear_20teeth,45,12,0.0,14.101350784301758
gear_20teeth,45,13,0.0,0.22146792709827423
gear_20teeth,45,14,12.94091796875,12.602432250976562
gear_20teeth,45,15,12.05908203125,11.562859535217285
gear_20teeth,45,16,10.3553466796875,9.891191482543945
gear_20teeth,45,17,7.9459228515625,7.556316375732422
gear_20teeth,45,18,4.9949951171875,4.695899963378906
gear_20teeth,45,19,1.7037353515625,1.4800493717193604
gear_20teeth,45,20,0.0,1.437056541442871
gear_20teeth,45,21,0.0,1.3881548643112183
gear_20teeth,45,22,0.0,1.32823646068573
gear_20teeth,45,23,0.0,1.30473792552948
gear_20teeth,45,24,0.0,1.2653018236160278
gear_20teeth,45,25,0.0,1.2822426557540894
gear_20teeth,45,26,0.0,1.2874717712402344
gear_20teeth,45,27,0.0,1.3138147592544556
gear_20teeth,45,28,0.0,1.3369176387786865
gear_20teeth,45,29,0.0,1.3904082775115967
gear_20teeth,45,30,0.0,1.3747607469558716
gear_20teeth,45,31,50.0,0.2780444324016571
gear_20teeth,45,32,76.63655853271484,25.8608341217041
gear_20teeth,45,33,0.0,0.316346138715744
gear_20teeth,45,34,0.0,0.5483225584030151
gear_20teeth,45,35,0.0,0.7829004526138306
gear_20teeth,45,36,0.0,1.017749309539795
gear_20teeth,45,37,0.0,1.2529658079147339
gear_20teeth,45,38,0.0,0.316653311252594
gear_20teeth,45,39,0.0,0.5486560463905334
gear_20teeth,45,40,0.0,0.7830289602279663
gear_20teeth,45,41,0.0,1.0181255340576172
gear_20teeth,45,42,0.0,1.252895474433899
gear_20teeth,45,43,0.0,0.3173159062862396
gear_20teeth,45,44,12.94091796875,12.489507675170898
gear_20teeth,45,45,12.05908203125,11.366025924682617
gear_20teeth,45,46,10.3553466796875,9.696590423583984
gear_20teeth,45,47,7.9459228515625,7.392955780029297
gear_20teeth,45,48,4.9949951171875,4.677407741546631
gear_20teeth,45,49,1.7037353515625,1.479351282119751
gear_20teeth,45,50,0.0,0.25594833493232727
gear_20teeth,45,51,0.0,0.42817455530166626
gear_20teeth,45,52,0.0,0.6635332107543945
gear_20teeth,45,53,0.0,0.8248640894889832
gear_20teeth,45,54,0.0,0.9893821477890015
gear_20teeth,45,55,0.0,1.2715474367141724
gear_20teeth,45,56,0.0,0.4774933457374573
gear_20teeth,45,57,0.0,0.678088903427124
gear_20teeth,45,58,0.0,0.7714736461639404
gear_20teeth,45,59,0.0,0.918975293636322
gear_20teeth,45,60,0.0,0.9906353950500488
gear_20teeth,45,61,0.0,1.249603033065796
gear_20teeth,45,62,0.0,0.52650386095047
gear_20teeth,45,63,0.0,0.6744464635848999
gear_20teeth,45,64,0.0,0.7710988521575928
gear_20teeth,54,1,0.00016021728515625,0.0002534980303607881
gear_20teeth,54,2,0.0002534980303607881,0.0
gear_20teeth,54,3,0.0,0.0
gear_20teeth,54,4,0.0,0.0
gear_20teeth,54,5,0.0,0.0
gear_20teeth,54,6,0.0,0.0
gear_20teeth,54,7,0.0,0.0
gear_20teeth,54,8,0.0,0.0
gear_20teeth,54,9,0.0,0.0
gear_20teeth,54,10,153.01522827148438,153.01522827148438
gear_20teeth,54,11,0.0,166.15379333496094
gear_20teeth,54,12,0.0,14.101350784301758
gear_20teeth,54,13,0.0,0.22146792709827423
gear_20teeth,54,14,12.94091796875,12.602432250976562
gear_20teeth,54,15,12.05908203125,11.562859535217285
gear_20teeth,54,16,10.3553466796875,9.891191482543945
gear_20teeth,54,17,7.9459228515625,7.556316375732422
gear_20teeth,54,18,4.9949951171875,4.695899963378906
gear_20teeth,54,19,1.7037353515625,1.4800493717193604
gear_20teeth,54,20,0.0,1.437056541442871
gear_20teeth,54,21,0.0,1.3881548643112183
gear_20teeth,54,22,0.0,1.32823646068573
gear_20teeth,54,23,0.0,1.30473792552948
gear_20teeth,54,24,0.0,1.2653018236160278
gear_20teeth,54,25,0.0,1.2822426557540894
gear_20teeth,54,26,0.0,1.2874717712402344
gear_20teeth,54,27,0.0,1.3138147592544556
gear_20teeth,54,28,0.0,1.3369176387786865
gear_20teeth,54,29,0.0,1.3904082775115967
gear_20teeth,54,30,0.0,1.3747607469558716
gear_20teeth,54,31,50.0,0.2780444324016571
gear_20teeth,54,32,76.63655853271484,25.8608341217041
gear_20teeth,54,33,0.0,0.316346138715744
gear_20teeth,54,34,0.0,0.5483225584030151
gear_20teeth,54,35,0.0,0.7829004526138306
gear_20teeth,54,36,0.0,1.017749309539795
gear_20teeth,54,37,0.0,1.2529658079147339
gear_20teeth,54,38,0.0,0.316653311252594
gear_20teeth,54,39,0.0,0.5486560463905334
gear_20teeth,54,40,0.0,0.7830289602279663
gear_20teeth,54,41,0.0,1.0181255340576172
gear_20teeth,54,42,0.0,1.252895474433899
gear_20teeth,54,43,0.0,0.3173159062862396
gear_20teeth,54,44,12.94091796875,12.489507675170898
gear_20teeth,54,45,12.05908203125,11.366025924682617
gear_20teeth,54,46,10.3553466796875,9.696590423583984
gear_20teeth,54,47,7.9459228515625,7.392955780029297
gear_20teeth,54,48,4.9949951171875,4.677407741546631
gear_20teeth,54,49,1.7037353515625,1.479351282119751
gear_20teeth,54,50,0.0,0.25594833493232727
gear_20teeth,54,51,0.0,0.42817455530166626
gear_20teeth,54,52,0.0,0.6635332107543945
gear_20teeth,54,53,0.0,0.8248640894889832
gear_20teeth,54,54,0.0,0.9893821477890015
gear_20teeth,54,55,0.0,1.2715474367141724
gear_20teeth,54,56,0.0,0.4774933457374573
gear_20teeth,54,57,0.0,0.678088903427124
gear_20teeth,54,58,0.0,0.7714736461639404
gear_20teeth,54,59,0.0,0.918975293636322
gear_20teeth,54,60,0.0,0.9906353950500488
gear_20teeth,54,61,0.0,1.249603033065796
gear_20teeth,54,62,0.0,0.52650386095047
gear_20teeth,54,63,0.0,0.6744464635848999
gear_20teeth,54,64,0.0,0.7710988521575928
gear_20teeth,63,1,0.00016021728515625,0.0002534980303607881
gear_20teeth,63,2,0.0002534980303607881,0.0
gear_20teeth,63,3,0.0,0.0
gear_20teeth,63,4,0.0,0.0
gear_20teeth,63,5,0.0,0.0
gear_20teeth,63,6,0.0,0.0
gear_20teeth,63,7,0.0,0.0
gear_20teeth,63,8,0.0,0.0
gear_20teeth,63,9,0.0,0.0
gear_20teeth,63,10,153.01522827148438,153.01522827148438
gear_20teeth,63,11,0.0,166.15379333496094
gear_20teeth,63,12,0.0,14.101350784301758
gear_20teeth,63,13,0.0,0.22146792709827423
gear_20teeth,63,14,12.94091796875,12.602432250976562
gear_20teeth,63,15,12.05908203125,11.562859535217285
gear_20teeth,63,16,10.3553466796875,9.891191482543945
gear_20teeth,63,17,7.9459228515625,7.556316375732422
gear_20teeth,63,18,4.9949951171875,4.695899963378906
gear_20teeth,63,19,1.7037353515625,1.4800493717193604
gear_20teeth,63,20,0.0,1.437056541442871
gear_20teeth,63,21,0.0,1.3881548643112183
gear_20teeth,63,22,0.0,1.32823646068573
gear_20teeth,63,23,0.0,1.30473792552948
gear_20teeth,63,24,0.0,1.2653018236160278
gear_20teeth,63,25,0.0,1.2822426557540894
gear_20teeth,63,26,0.0,1.2874717712402344
gear_20teeth,63,27,0.0,1.3138147592544556
gear_20teeth,63,28,0.0,1.3369176387786865
gear_20teeth,63,29,0.0,1.3904082775115967
gear_20teeth,63,30,0.0,1.3747607469558716
gear_20teeth,63,31,50.0,0.2780444324016571
gear_20teeth,63,32,76.63655853271484,25.8608341217041
gear_20teeth,63,33,0.0,0.316346138715744
gear_20teeth,63,34,0.0,0.5483225584030151
gear_20teeth,63,35,0.0,0.7829004526138306
gear_20teeth,63,36,0.0,1.017749309539795
gear_20teeth,63,37,0.0,1.2529658079147339
gear_20teeth,63,38,0.0,0.316653311252594
gear_20teeth,63,39,0.0,0.5486560463905334
gear_20teeth,63,40,0.0,0.7830289602279663
gear_20teeth,63,41,0.0,1.0181255340576172
gear_20teeth,63,42,0.0,1.252895474433899
gear_20teeth,63,43,0.0,0.3173159062862396
gear_20teeth,63,44,12.94091796875,12.489507675170898
gear_20teeth,63,45,12.05908203125,11.366025924682617
gear_20teeth,63,46,10.3553466796875,9.696590423583984
gear_20teeth,63,47,7.9459228515625,7.392955780029297
gear_20teeth,63,48,4.9949951171875,4.677407741546631
gear_20teeth,63,49,1.7037353515625,1.479351282119751
gear_20teeth,63,50,0.0,0.25594833493232727
gear_20teeth,63,51,0.0,0.42817455530166626
gear_20teeth,63,52,0.0,0.6635332107543945
gear_20teeth,63,53,0.0,0.8248640894889832
gear_20teeth,63,54,0.0,0.9893821477890015
gear_20teeth,63,55,0.0,1.2715474367141724
gear_20teeth,63,56,0.0,0.4774933457374573
gear_20teeth,63,57,0.0,0.678088903427124
gear_20teeth,63,58,0.0,0.7714736461639404
gear_20teeth,63,59,0.0,0.918975293636322
gear_20teeth,63,60,0.0,0.9906353950500488
gear_20teeth,63,61,0.0,1.249603033065796
gear_20teeth,63,62,0.0,0.52650386095047
gear_20teeth,63,63,0.0,0.6744464635848999
gear_20teeth,63,64,0.0,0.7710988521575928
gear_20teeth,72,1,0.00016021728515625,0.0002534980303607881
gear_20teeth,72,2,0.0002534980303607881,0.0
gear_20teeth,72,3,0.0,0.0
gear_20teeth,72,4,0.0,0.0
gear_20teeth,72,5,0.0,0.0
gear_20teeth,72,6,0.0,0.0
gear_20teeth,72,7,0.0,0.0
gear_20teeth,72,8,0.0,0.0
gear_20teeth,72,9,0.0,0.0
gear_20teeth,72,10,153.01522827148438,153.01522827148438
gear_20teeth,72,11,0.0,166.15379333496094
gear_20teeth,72,12,0.0,14.101350784301758
gear_20teeth,72,13,0.0,0.22146792709827423
gear_20teeth,72,14,12.94091796875,12.602432250976562
gear_20teeth,72,15,12.05908203125,11.562859535217285
gear_20teeth,72,16,10.3553466796875,9.891191482543945
gear_20teeth,72,17,7.9459228515625,7.556316375732422
gear_20teeth,72,18,4.9949951171875,4.695899963378906
gear_20teeth,72,19,1.7037353515625,1.4800493717193604
gear_20teeth,72,20,0.0,1.437056541442871
gear_20teeth,72,21,0.0,1.3881548643112183
gear_20teeth,72,22,0.0,1.32823646068573
gear_20teeth,72,23,0.0,1.30473792552948
gear_20teeth,72,24,0.0,1.2653018236160278
gear_20teeth,72,25,0.0,1.2822426557540894
gear_20teeth,72,26,0.0,1.2874717712402344
gear_20teeth,72,27,0.0,1.3138147592544556
gear_20teeth,72,28,0.0,1.3369176387786865
gear_20teeth,72,29,0.0,1.3904082775115967
gear_20teeth,72,30,0.0,1.3747607469558716
gear_20teeth,72,31,50.0,0.2780444324016571
gear_20teeth,72,32,76.63655853271484,25.8608341217041
gear_20teeth,72,33,0.0,0.316346138715744
gear_20teeth,72,34,0.0,0.5483225584030151
gear_20teeth,72,35,0.0,0.7829004526138306
gear_20teeth,72,36,0.0,1.017749309539795
gear_20teeth,72,37,0.0,1.2529658079147339
gear_20teeth,72,38,0.0,0.316653311252594
gear_20teeth,72,39,0.0,0.5486560463905334
gear_20teeth,72,40,0.0,0.7830289602279663
gear_20teeth,72,41,0.0,1.0181255340576172
gear_20teeth,72,42,0.0,1.252895474433899
gear_20teeth,72,43,0.0,0.3173159062862396
gear_20teeth,72,44,12.94091796875,12.489507675170898
gear_20teeth,72,45,12.05908203125,11.366025924682617
gear_20teeth,72,46,10.3553466796875,9.696590423583984
