sample_idx,t,abs_frame,pos_err_mm,ee_speed_mm_s,joint_vel_norm,control_lag_mm
342,9,30,0.151,0.000,0.0516,3.301
342,10,31,0.376,0.000,0.0655,3.328
342,11,32,1.622,0.000,0.0738,3.482
342,12,33,0.101,0.000,0.0171,3.255
342,13,34,0.797,0.000,0.0324,3.337
342,14,35,0.248,0.000,0.0308,3.253
342,15,36,0.392,0.000,0.0285,3.366
343,0,22,0.297,241.181,0.0140,2.603
343,1,23,0.397,0.000,0.0135,23.895
343,2,24,0.645,207.107,0.0135,3.326
343,3,25,0.856,158.919,0.0129,20.203
343,4,26,0.440,99.900,0.0128,15.356
343,5,27,2.284,34.075,0.0122,9.607
343,6,28,0.597,0.000,0.0117,3.239
343,7,29,0.518,0.000,0.0114,3.255
343,8,30,0.246,0.000,0.0516,3.301
343,9,31,0.104,0.000,0.0655,3.328
343,10,32,0.446,0.000,0.0738,3.482
343,11,33,0.062,0.000,0.0171,3.255
343,12,34,0.620,0.000,0.0324,3.337
343,13,35,0.415,0.000,0.0308,3.253
343,14,36,0.118,0.000,0.0285,3.366
343,15,37,0.393,0.000,0.0398,3.254
344,0,23,0.827,0.000,0.0135,23.895
344,1,24,0.666,207.107,0.0135,3.326
344,2,25,0.205,158.919,0.0129,20.203
344,3,26,2.171,99.900,0.0128,15.356
344,4,27,1.052,34.075,0.0122,9.607
344,5,28,0.335,0.000,0.0117,3.239
344,6,29,0.116,0.000,0.0114,3.255
344,7,30,0.738,0.000,0.0516,3.301
344,8,31,0.674,0.000,0.0655,3.328
344,9,32,0.595,0.000,0.0738,3.482
344,10,33,0.552,0.000,0.0171,3.255
344,11,34,0.090,0.000,0.0324,3.337
344,12,35,0.566,0.000,0.0308,3.253
344,13,36,0.307,0.000,0.0285,3.366
344,14,37,1.208,0.000,0.0398,3.254
344,15,38,0.692,0.000,0.0300,3.362
345,0,24,0.192,207.107,0.0135,3.326
345,1,25,0.552,158.919,0.0129,20.203
345,2,26,0.119,99.900,0.0128,15.356
345,3,27,0.394,34.075,0.0122,9.607
345,4,28,0.219,0.000,0.0117,3.239
345,5,29,0.228,0.000,0.0114,3.255
345,6,30,0.514,0.000,0.0516,3.301
345,7,31,0.203,0.000,0.0655,3.328
345,8,32,0.248,0.000,0.0738,3.482
345,9,33,0.390,0.000,0.0171,3.255
345,10,34,0.305,0.000,0.0324,3.337
345,11,35,0.143,0.000,0.0308,3.253
345,12,36,0.578,0.000,0.0285,3.366
345,13,37,0.350,0.000,0.0398,3.254
345,14,38,0.261,0.000,0.0300,3.362
345,15,39,0.534,1000.000,0.0396,3.257
346,0,25,13.314,158.919,0.0129,20.203
346,1,26,9.395,99.900,0.0128,15.356
346,2,27,1.937,34.075,0.0122,9.607
346,3,28,2.779,0.000,0.0117,3.239
346,4,29,1.213,0.000,0.0114,3.255
346,5,30,0.323,0.000,0.0516,3.301
346,6,31,0.672,0.000,0.0655,3.328
346,7,32,0.189,0.000,0.0738,3.482
346,8,33,0.802,0.000,0.0171,3.255
346,9,34,0.497,0.000,0.0324,3.337
346,10,35,0.369,0.000,0.0308,3.253
346,11,36,2.910,0.000,0.0285,3.366
346,12,37,0.598,0.000,0.0398,3.254
346,13,38,1.903,0.000,0.0300,3.362
346,14,39,87.222,1000.000,0.0396,3.257
346,15,40,53.397,1035.566,0.0322,3.719
347,0,26,0.665,99.900,0.0128,15.356
347,1,27,0.731,34.075,0.0122,9.607
347,2,28,0.016,0.000,0.0117,3.239
347,3,29,0.997,0.000,0.0114,3.255
347,4,30,0.284,0.000,0.0516,3.301
347,5,31,0.106,0.000,0.0655,3.328
347,6,32,0.078,0.000,0.0738,3.482
347,7,33,0.615,0.000,0.0171,3.255
347,8,34,0.429,0.000,0.0324,3.337
347,9,35,0.154,0.000,0.0308,3.253
347,10,36,0.201,0.000,0.0285,3.366
347,11,37,0.729,0.000,0.0398,3.254
347,12,38,0.614,0.000,0.0300,3.362
347,13,39,0.311,1000.000,0.0396,3.257
347,14,40,1.047,1035.566,0.0322,3.719
347,15,41,61.471,0.000,2.0054,102.592
348,0,27,0.755,34.075,0.0122,9.607
348,1,28,0.018,0.000,0.0117,3.239
348,2,29,0.216,0.000,0.0114,3.255
348,3,30,1.066,0.000,0.0516,3.301
348,4,31,0.615,0.000,0.0655,3.328
348,5,32,0.129,0.000,0.0738,3.482
348,6,33,0.241,0.000,0.0171,3.255
348,7,34,0.334,0.000,0.0324,3.337
348,8,35,0.446,0.000,0.0308,3.253
348,9,36,0.781,0.000,0.0285,3.366
348,10,37,0.560,0.000,0.0398,3.254
348,11,38,0.533,0.000,0.0300,3.362
348,12,39,1.103,1000.000,0.0396,3.257
348,13,40,1.571,1035.566,0.0322,3.719
348,14,41,56.280,0.000,2.0054,102.592
348,15,42,2.086,0.000,4.4632,20.800
349,0,28,0.044,0.000,0.0117,3.239
349,1,29,0.635,0.000,0.0114,3.255
349,2,30,0.249,0.000,0.0516,3.301
349,3,31,0.254,0.000,0.0655,3.328
349,4,32,0.586,0.000,0.0738,3.482
349,5,33,0.572,0.000,0.0171,3.255
349,6,34,0.554,0.000,0.0324,3.337
349,7,35,0.531,0.000,0.0308,3.253
349,8,36,0.534,0.000,0.0285,3.366
349,9,37,0.408,0.000,0.0398,3.254
349,10,38,0.439,0.000,0.0300,3.362
349,11,39,0.439,1000.000,0.0396,3.257
349,12,40,0.840,1035.566,0.0322,3.719
349,13,41,40.850,0.000,2.0054,102.592
349,14,42,0.494,0.000,4.4632,20.800
349,15,43,0.515,0.000,3.0401,0.615
350,0,29,0.779,0.000,0.0114,3.255
350,1,30,0.473,0.000,0.0516,3.301
350,2,31,0.199,0.000,0.0655,3.328
350,3,32,0.487,0.000,0.0738,3.482
350,4,33,0.629,0.000,0.0171,3.255
350,5,34,0.745,0.000,0.0324,3.337
350,6,35,0.300,0.000,0.0308,3.253
350,7,36,0.139,0.000,0.0285,3.366
350,8,37,0.466,0.000,0.0398,3.254
350,9,38,0.730,0.000,0.0300,3.362
350,10,39,0.212,1000.000,0.0396,3.257
350,11,40,1.606,1035.566,0.0322,3.719
350,12,41,92.013,0.000,2.0054,102.592
350,13,42,0.720,0.000,4.4632,20.800
350,14,43,0.779,0.000,3.0401,0.615
350,15,44,0.791,0.000,0.0394,1.217
351,0,30,0.460,0.000,0.0516,3.301
351,1,31,0.140,0.000,0.0655,3.328
351,2,32,0.419,0.000,0.0738,3.482
351,3,33,0.253,0.000,0.0171,3.255
351,4,34,0.479,0.000,0.0324,3.337
351,5,35,0.402,0.000,0.0308,3.253
351,6,36,0.109,0.000,0.0285,3.366
351,7,37,0.344,0.000,0.0398,3.254
351,8,38,0.493,0.000,0.0300,3.362
351,9,39,0.428,1000.000,0.0396,3.257
351,10,40,0.520,1035.566,0.0322,3.719
351,11,41,1.939,0.000,2.0054,102.592
351,12,42,0.838,0.000,4.4632,20.800
351,13,43,0.631,0.000,3.0401,0.615
351,14,44,0.516,0.000,0.0394,1.217
351,15,45,0.746,0.000,0.0402,0.615
352,0,31,0.590,0.000,0.0655,3.328
352,1,32,0.476,0.000,0.0738,3.482
352,2,33,0.221,0.000,0.0171,3.255
352,3,34,1.058,0.000,0.0324,3.337
352,4,35,0.624,0.000,0.0308,3.253
352,5,36,0.517,0.000,0.0285,3.366
352,6,37,0.938,0.000,0.0398,3.254
352,7,38,0.963,0.000,0.0300,3.362
352,8,39,0.795,1000.000,0.0396,3.257
352,9,40,0.639,1035.566,0.0322,3.719
352,10,41,42.582,0.000,2.0054,102.592
352,11,42,0.321,0.000,4.4632,20.800
352,12,43,0.648,0.000,3.0401,0.615
352,13,44,0.810,0.000,0.0394,1.217
352,14,45,2.345,0.000,0.0402,0.615
352,15,46,0.362,0.000,0.0400,1.216
353,0,32,0.497,0.000,0.0738,3.482
353,1,33,0.393,0.000,0.0171,3.255
353,2,34,0.453,0.000,0.0324,3.337
353,3,35,0.046,0.000,0.0308,3.253
353,4,36,0.549,0.000,0.0285,3.366
353,5,37,0.648,0.000,0.0398,3.254
353,6,38,0.273,0.000,0.0300,3.362
353,7,39,0.238,1000.000,0.0396,3.257
353,8,40,0.466,1035.566,0.0322,3.719
353,9,41,29.603,0.000,2.0054,102.592
353,10,42,0.842,0.000,4.4632,20.800
353,11,43,0.857,0.000,3.0401,0.615
353,12,44,0.409,0.000,0.0394,1.217
353,13,45,0.517,0.000,0.0402,0.615
353,14,46,0.277,0.000,0.0400,1.216
353,15,47,0.838,0.000,0.0403,0.615
354,0,33,0.094,0.000,0.0171,3.255
354,1,34,0.218,0.000,0.0324,3.337
354,2,35,0.239,0.000,0.0308,3.253
354,3,36,0.507,0.000,0.0285,3.366
354,4,37,0.672,0.000,0.0398,3.254
354,5,38,0.676,0.000,0.0300,3.362
354,6,39,0.168,1000.000,0.0396,3.257
354,7,40,0.660,1035.566,0.0322,3.719
354,8,41,91.510,0.000,2.0054,102.592
354,9,42,0.684,0.000,4.4632,20.800
354,10,43,0.483,0.000,3.0401,0.615
354,11,44,0.501,0.000,0.0394,1.217
354,12,45,0.652,0.000,0.0402,0.615
354,13,46,0.981,0.000,0.0400,1.216
354,14,47,0.407,0.000,0.0403,0.615
354,15,48,1.361,0.000,0.0401,1.216
355,0,34,1.082,0.000,0.0324,3.337
355,1,35,1.460,0.000,0.0308,3.253
355,2,36,1.794,0.000,0.0285,3.366
355,3,37,1.215,0.000,0.0398,3.254
355,4,38,0.898,0.000,0.0300,3.362
355,5,39,100.448,1000.000,0.0396,3.257
355,6,40,1.325,1035.566,0.0322,3.719
355,7,41,1.243,0.000,2.0054,102.592
355,8,42,0.610,0.000,4.4632,20.800
355,9,43,0.695,0.000,3.0401,0.615
355,10,44,0.881,0.000,0.0394,1.217
355,11,45,2.433,0.000,0.0402,0.615
355,12,46,1.102,0.000,0.0400,1.216
355,13,47,1.314,0.000,0.0403,0.615
355,14,48,3.106,0.000,0.0401,1.216
355,15,49,0.802,0.000,0.0403,0.614
356,0,35,3.370,0.000,0.0308,3.253
356,1,36,2.487,0.000,0.0285,3.366
356,2,37,3.056,0.000,0.0398,3.254
356,3,38,2.705,0.000,0.0300,3.362
356,4,39,3.546,1000.000,0.0396,3.257
356,5,40,0.593,1035.566,0.0322,3.719
356,6,41,1.926,0.000,2.0054,102.592
356,7,42,2.024,0.000,4.4632,20.800
356,8,43,1.318,0.000,3.0401,0.615
356,9,44,0.324,0.000,0.0394,1.217
356,10,45,1.340,0.000,0.0402,0.615
356,11,46,1.258,0.000,0.0400,1.216
356,12,47,0.850,0.000,0.0403,0.615
356,13,48,0.432,0.000,0.0401,1.216
356,14,49,2.090,0.000,0.0403,0.614
356,15,50,4.440,0.000,0.0401,1.216
357,0,36,0.175,0.000,0.0285,3.366
357,1,37,0.432,0.000,0.0398,3.254
357,2,38,1.097,0.000,0.0300,3.362
357,3,39,0.834,1000.000,0.0396,3.257
357,4,40,0.832,1035.566,0.0322,3.719
357,5,41,25.311,0.000,2.0054,102.592
357,6,42,1.481,0.000,4.4632,20.800
357,7,43,0.961,0.000,3.0401,0.615
357,8,44,0.995,0.000,0.0394,1.217
357,9,45,0.455,0.000,0.0402,0.615
357,10,46,1.088,0.000,0.0400,1.216
357,11,47,0.620,0.000,0.0403,0.615
357,12,48,0.819,0.000,0.0401,1.216
357,13,49,0.487,0.000,0.0403,0.614
357,14,50,0.398,0.000,0.0401,1.216
357,15,51,0.452,0.000,0.0403,0.615
358,0,37,0.209,0.000,0.0398,3.254
358,1,38,0.048,0.000,0.0300,3.362
358,2,39,1.176,1000.000,0.0396,3.257
358,3,40,0.468,1035.566,0.0322,3.719
358,4,41,4.003,0.000,2.0054,102.592
358,5,42,0.630,0.000,4.4632,20.800
358,6,43,0.676,0.000,3.0401,0.615
358,7,44,0.697,0.000,0.0394,1.217
358,8,45,0.438,0.000,0.0402,0.615
358,9,46,0.827,0.000,0.0400,1.216
358,10,47,0.454,0.000,0.0403,0.615
358,11,48,0.780,0.000,0.0401,1.216
358,12,49,0.624,0.000,0.0403,0.614
358,13,50,0.452,0.000,0.0401,1.216
358,14,51,1.288,0.000,0.0403,0.615
358,15,52,0.867,0.000,0.0402,1.216
359,0,38,0.298,0.000,0.0300,3.362
359,1,39,0.758,1000.000,0.0396,3.257
359,2,40,1.094,1035.566,0.0322,3.719
359,3,41,26.690,0.000,2.0054,102.592
359,4,42,1.367,0.000,4.4632,20.800
359,5,43,1.056,0.000,3.0401,0.615
359,6,44,1.399,0.000,0.0394,1.217
359,7,45,0.789,0.000,0.0402,0.615
359,8,46,1.495,0.000,0.0400,1.216
359,9,47,1.150,0.000,0.0403,0.615
359,10,48,0.834,0.000,0.0401,1.216
359,11,49,0.529,0.000,0.0403,0.614
359,12,50,1.001,0.000,0.0401,1.216
359,13,51,0.420,0.000,0.0403,0.615
359,14,52,0.380,0.000,0.0402,1.216
359,15,53,3.088,258.819,0.0402,0.614
360,0,39,2.870,1000.000,0.0396,3.257
360,1,40,0.766,1035.566,0.0322,3.719
360,2,41,4.595,0.000,2.0054,102.592
360,3,42,1.144,0.000,4.4632,20.800
360,4,43,1.012,0.000,3.0401,0.615
360,5,44,0.573,0.000,0.0394,1.217
360,6,45,1.637,0.000,0.0402,0.615
360,7,46,0.917,0.000,0.0400,1.216
360,8,47,0.723,0.000,0.0403,0.615
360,9,48,0.350,0.000,0.0401,1.216
360,10,49,0.494,0.000,0.0403,0.614
360,11,50,1.095,0.000,0.0401,1.216
360,12,51,0.473,0.000,0.0403,0.615
360,13,52,0.887,0.000,0.0402,1.216
360,14,53,0.582,258.819,0.0402,0.614
360,15,54,2.000,0.000,0.0401,25.738
361,0,40,4.403,1035.566,0.0322,3.719
361,1,41,8.536,0.000,2.0054,102.592
361,2,42,1.187,0.000,4.4632,20.800
361,3,43,0.962,0.000,3.0401,0.615
361,4,44,0.204,0.000,0.0394,1.217
361,5,45,0.644,0.000,0.0402,0.615
361,6,46,0.511,0.000,0.0400,1.216
361,7,47,0.364,0.000,0.0403,0.615
361,8,48,0.344,0.000,0.0401,1.216
361,9,49,1.025,0.000,0.0403,0.614
361,10,50,0.929,0.000,0.0401,1.216
361,11,51,0.487,0.000,0.0403,0.615
361,12,52,0.647,0.000,0.0402,1.216
361,13,53,0.929,258.819,0.0402,0.614
361,14,54,1.615,0.000,0.0401,25.738
361,15,55,2.226,241.181,0.0402,3.848
362,0,41,12.336,0.000,2.0054,102.592
362,1,42,1.428,0.000,4.4632,20.800
362,2,43,0.571,0.000,3.0401,0.615
362,3,44,0.696,0.000,0.0394,1.217
362,4,45,1.454,0.000,0.0402,0.615
362,5,46,2.198,0.000,0.0400,1.216
362,6,47,1.086,0.000,0.0403,0.615
362,7,48,1.532,0.000,0.0401,1.216
362,8,49,0.365,0.000,0.0403,0.614
362,9,50,0.623,0.000,0.0401,1.216
362,10,51,0.296,0.000,0.0403,0.615
362,11,52,1.310,0.000,0.0402,1.216
362,12,53,0.609,258.819,0.0402,0.614
362,13,54,2.953,0.000,0.0401,25.738
362,14,55,0.536,241.181,0.0402,3.848
362,15,56,3.013,207.107,0.0392,23.207
363,0,42,0.690,0.000,4.4632,20.800
363,1,43,0.365,0.000,3.0401,0.615
363,2,44,0.566,0.000,0.0394,1.217
363,3,45,0.584,0.000,0.0402,0.615
363,4,46,0.645,0.000,0.0400,1.216
363,5,47,0.500,0.000,0.0403,0.615
363,6,48,0.511,0.000,0.0401,1.216
363,7,49,0.345,0.000,0.0403,0.614
363,8,50,0.638,0.000,0.0401,1.216
363,9,51,0.701,0.000,0.0403,0.615
363,10,52,0.637,0.000,0.0402,1.216
363,11,53,0.347,258.819,0.0402,0.614
363,12,54,0.761,0.000,0.0401,25.738
363,13,55,1.010,241.181,0.0402,3.848
363,14,56,0.564,207.107,0.0392,23.207
363,15,57,1.874,158.918,0.0389,19.578
364,0,43,1.098,0.000,3.0401,0.615
364,1,44,1.640,0.000,0.0394,1.217
364,2,45,0.809,0.000,0.0402,0.615
364,3,46,0.508,0.000,0.0400,1.216
364,4,47,0.407,0.000,0.0403,0.615
364,5,48,0.390,0.000,0.0401,1.216
364,6,49,0.793,0.000,0.0403,0.614
364,7,50,0.531,0.000,0.0401,1.216
364,8,51,0.364,0.000,0.0403,0.615
364,9,52,0.586,0.000,0.0402,1.216
364,10,53,0.303,258.819,0.0402,0.614
364,11,54,2.233,0.000,0.0401,25.738
364,12,55,1.148,241.181,0.0402,3.848
364,13,56,1.183,207.107,0.0392,23.207
364,14,57,0.840,158.918,0.0389,19.578
364,15,58,3.350,99.901,0.0375,14.894
365,0,44,0.470,0.000,0.0394,1.217
365,1,45,0.360,0.000,0.0402,0.615
365,2,46,0.397,0.000,0.0400,1.216
365,3,47,0.601,0.000,0.0403,0.615
365,4,48,0.276,0.000,0.0401,1.216
365,5,49,0.651,0.000,0.0403,0.614
365,6,50,0.542,0.000,0.0401,1.216
365,7,51,0.812,0.000,0.0403,0.615
365,8,52,0.385,0.000,0.0402,1.216
365,9,53,1.981,258.819,0.0402,0.614
365,10,54,1.938,0.000,0.0401,25.738
365,11,55,2.055,241.181,0.0402,3.848
365,12,56,2.877,207.107,0.0392,23.207
365,13,57,0.850,158.918,0.0389,19.578
365,14,58,0.942,99.901,0.0375,14.894
365,15,59,1.263,34.075,0.0364,9.360
366,0,45,0.204,0.000,0.0402,0.615
366,1,46,1.624,0.000,0.0400,1.216
366,2,47,0.694,0.000,0.0403,0.615
366,3,48,0.251,0.000,0.0401,1.216
366,4,49,0.220,0.000,0.0403,0.614
366,5,50,0.884,0.000,0.0401,1.216
366,6,51,0.748,0.000,0.0403,0.615
366,7,52,0.540,0.000,0.0402,1.216
366,8,53,0.798,258.819,0.0402,0.614
366,9,54,3.733,0.000,0.0401,25.738
366,10,55,4.217,241.181,0.0402,3.848
366,11,56,4.096,207.107,0.0392,23.207
366,12,57,2.175,158.918,0.0389,19.578
366,13,58,0.400,99.901,0.0375,14.894
366,14,59,0.547,34.075,0.0364,9.360
366,15,60,0.537,0.000,0.0352,3.215
367,0,46,0.499,0.000,0.0400,1.216
367,1,47,0.739,0.000,0.0403,0.615
367,2,48,0.399,0.000,0.0401,1.216
367,3,49,0.258,0.000,0.0403,0.614
367,4,50,1.755,0.000,0.0401,1.216
367,5,51,0.332,0.000,0.0403,0.615
367,6,52,0.994,0.000,0.0402,1.216
367,7,53,0.714,258.819,0.0402,0.614
367,8,54,1.050,0.000,0.0401,25.738
367,9,55,2.089,241.181,0.0402,3.848
367,10,56,0.921,207.107,0.0392,23.207
367,11,57,3.036,158.918,0.0389,19.578
367,12,58,2.936,99.901,0.0375,14.894
367,13,59,1.124,34.075,0.0364,9.360
367,14,60,1.306,0.000,0.0352,3.215
367,15,61,0.911,0.000,0.0348,0.618
368,0,47,0.610,0.000,0.0403,0.615
368,1,48,0.426,0.000,0.0401,1.216
368,2,49,0.621,0.000,0.0403,0.614
368,3,50,0.549,0.000,0.0401,1.216
368,4,51,0.976,0.000,0.0403,0.615
368,5,52,0.700,0.000,0.0402,1.216
368,6,53,1.175,258.819,0.0402,0.614
368,7,54,0.464,0.000,0.0401,25.738
368,8,55,1.382,241.181,0.0402,3.848
368,9,56,0.526,207.107,0.0392,23.207
368,10,57,1.547,158.918,0.0389,19.578
368,11,58,1.936,99.901,0.0375,14.894
368,12,59,0.646,34.075,0.0364,9.360
368,13,60,0.417,0.000,0.0352,3.215
368,14,61,0.448,0.000,0.0348,0.618
368,15,62,0.284,0.000,0.0346,1.225
369,0,48,3.681,0.000,0.0401,1.216
369,1,49,0.794,0.000,0.0403,0.614
369,2,50,0.865,0.000,0.0401,1.216
369,3,51,0.487,0.000,0.0403,0.615
369,4,52,1.373,0.000,0.0402,1.216
369,5,53,0.936,258.819,0.0402,0.614
369,6,54,2.987,0.000,0.0401,25.738
369,7,55,3.658,241.181,0.0402,3.848
369,8,56,4.052,207.107,0.0392,23.207
369,9,57,7.436,158.918,0.0389,19.578
369,10,58,5.849,99.901,0.0375,14.894
369,11,59,3.178,34.075,0.0364,9.360
369,12,60,1.399,0.000,0.0352,3.215
369,13,61,0.723,0.000,0.0348,0.618
369,14,62,2.647,0.000,0.0346,1.225
369,15,63,0.547,0.000,0.0345,0.617
370,0,49,6.438,0.000,0.0403,0.614
370,1,50,1.978,0.000,0.0401,1.216
370,2,51,0.865,0.000,0.0403,0.615
370,3,52,0.259,0.000,0.0402,1.216
370,4,53,1.981,258.819,0.0402,0.614
370,5,54,4.510,0.000,0.0401,25.738
370,6,55,0.582,241.181,0.0402,3.848
370,7,56,2.372,207.107,0.0392,23.207
370,8,57,6.212,158.918,0.0389,19.578
370,9,58,3.753,99.901,0.0375,14.894
370,10,59,1.817,34.075,0.0364,9.360
370,11,60,0.901,0.000,0.0352,3.215
370,12,61,0.482,0.000,0.0348,0.618
370,13,62,0.772,0.000,0.0346,1.225
370,14,63,0.793,0.000,0.0345,0.617
370,15,64,0.774,0.000,0.0345,1.224
371,0,50,1.122,0.000,0.0401,1.216
371,1,51,0.801,0.000,0.0403,0.615
371,2,52,0.302,0.000,0.0402,1.216
371,3,53,1.020,258.819,0.0402,0.614
371,4,54,2.802,0.000,0.0401,25.738
371,5,55,2.558,241.181,0.0402,3.848
371,6,56,2.828,207.107,0.0392,23.207
371,7,57,2.214,158.918,0.0389,19.578
371,8,58,1.144,99.901,0.0375,14.894
371,9,59,1.367,34.075,0.0364,9.360
371,10,60,1.605,0.000,0.0352,3.215
371,11,61,0.722,0.000,0.0348,0.618
371,12,62,0.644,0.000,0.0346,1.225
371,13,63,0.287,0.000,0.0345,0.617
371,14,64,0.579,0.000,0.0345,1.224
371,15,65,0.484,0.000,0.0343,0.618
372,0,51,1.353,0.000,0.0403,0.615
372,1,52,2.735,0.000,0.0402,1.216
372,2,53,3.571,258.819,0.0402,0.614
372,3,54,12.712,0.000,0.0401,25.738
372,4,55,12.606,241.181,0.0402,3.848
372,5,56,11.210,207.107,0.0392,23.207
372,6,57,16.412,158.918,0.0389,19.578
372,7,58,13.656,99.901,0.0375,14.894
372,8,59,6.618,34.075,0.0364,9.360
372,9,60,3.241,0.000,0.0352,3.215
372,10,61,0.317,0.000,0.0348,0.618
372,11,62,0.434,0.000,0.0346,1.225
372,12,63,0.986,0.000,0.0345,0.617
372,13,64,1.112,0.000,0.0345,1.224
372,14,65,2.473,0.000,0.0343,0.618
372,15,66,0.120,0.000,0.0345,1.226
373,0,52,1.927,0.000,0.0402,1.216
373,1,53,3.360,258.819,0.0402,0.614
373,2,54,9.322,0.000,0.0401,25.738
373,3,55,5.749,241.181,0.0402,3.848
373,4,56,8.323,207.107,0.0392,23.207
373,5,57,15.547,158.918,0.0389,19.578
373,6,58,12.014,99.901,0.0375,14.894
373,7,59,5.625,34.075,0.0364,9.360
373,8,60,2.258,0.000,0.0352,3.215
373,9,61,1.042,0.000,0.0348,0.618
373,10,62,0.561,0.000,0.0346,1.225
373,11,63,0.924,0.000,0.0345,0.617
373,12,64,0.488,0.000,0.0345,1.224
373,13,65,1.057,0.000,0.0343,0.618
373,14,66,1.974,0.000,0.0345,1.226
373,15,67,1.617,0.000,0.0344,0.617
374,0,53,2.274,258.819,0.0402,0.614
374,1,54,19.298,0.000,0.0401,25.738
374,2,55,18.873,241.181,0.0402,3.848
374,3,56,17.444,207.107,0.0392,23.207
374,4,57,29.025,158.918,0.0389,19.578
374,5,58,21.807,99.901,0.0375,14.894
374,6,59,11.761,34.075,0.0364,9.360
374,7,60,4.663,0.000,0.0352,3.215
374,8,61,0.335,0.000,0.0348,0.618
374,9,62,0.612,0.000,0.0346,1.225
374,10,63,0.550,0.000,0.0345,0.617
374,11,64,0.545,0.000,0.0345,1.224
374,12,65,0.270,0.000,0.0343,0.618
374,13,66,0.715,0.000,0.0345,1.226
374,14,67,0.838,0.000,0.0344,0.617
374,15,68,0.653,0.000,0.0342,1.225
375,0,54,2.605,0.000,0.0401,25.738
375,1,55,3.794,241.181,0.0402,3.848
375,2,56,2.936,207.107,0.0392,23.207
375,3,57,9.014,158.918,0.0389,19.578
375,4,58,5.809,99.901,0.0375,14.894
375,5,59,3.186,34.075,0.0364,9.360
375,6,60,1.219,0.000,0.0352,3.215
375,7,61,0.089,0.000,0.0348,0.618
375,8,62,0.482,0.000,0.0346,1.225
375,9,63,0.163,0.000,0.0345,0.617
375,10,64,0.421,0.000,0.0345,1.224
375,11,65,0.907,0.000,0.0343,0.618
375,12,66,0.558,0.000,0.0345,1.226
375,13,67,0.518,0.000,0.0344,0.617
375,14,68,0.390,0.000,0.0342,1.225
375,15,69,0.771,0.000,0.0342,0.618
376,0,55,20.384,241.181,0.0402,3.848
376,1,56,17.017,207.107,0.0392,23.207
376,2,57,33.465,158.918,0.0389,19.578
376,3,58,27.451,99.901,0.0375,14.894
376,4,59,17.751,34.075,0.0364,9.360
376,5,60,8.397,0.000,0.0352,3.215
376,6,61,1.326,0.000,0.0348,0.618
376,7,62,0.969,0.000,0.0346,1.225
376,8,63,0.526,0.000,0.0345,0.617
376,9,64,1.335,0.000,0.0345,1.224
376,10,65,0.571,0.000,0.0343,0.618
376,11,66,1.227,0.000,0.0345,1.226
376,12,67,0.548,0.000,0.0344,0.617
376,13,68,0.774,0.000,0.0342,1.225
376,14,69,1.012,0.000,0.0342,0.618
376,15,70,1.153,0.000,0.0340,1.226
377,0,56,1.000,207.107,0.0392,23.207
377,1,57,2.851,158.918,0.0389,19.578
377,2,58,2.105,99.901,0.0375,14.894
377,3,59,2.047,34.075,0.0364,9.360
377,4,60,1.972,0.000,0.0352,3.215
377,5,61,0.452,0.000,0.0348,0.618
377,6,62,0.385,0.000,0.0346,1.225
377,7,63,0.324,0.000,0.0345,0.617
377,8,64,0.960,0.000,0.0345,1.224
377,9,65,1.406,0.000,0.0343,0.618
377,10,66,0.659,0.000,0.0345,1.226
377,11,67,0.216,0.000,0.0344,0.617
377,12,68,0.348,0.000,0.0342,1.225
377,13,69,0.381,0.000,0.0342,0.618
377,14,70,0.339,0.000,0.0340,1.226
377,15,71,0.955,0.000,0.0344,0.618
378,0,57,3.877,158.918,0.0389,19.578
378,1,58,2.255,99.901,0.0375,14.894
378,2,59,1.085,34.075,0.0364,9.360
378,3,60,0.740,0.000,0.0352,3.215
378,4,61,0.846,0.000,0.0348,0.618
378,5,62,0.527,0.000,0.0346,1.225
378,6,63,0.564,0.000,0.0345,0.617
378,7,64,0.571,0.000,0.0345,1.224
378,8,65,0.582,0.000,0.0343,0.618
378,9,66,0.219,0.000,0.0345,1.226
378,10,67,0.533,0.000,0.0344,0.617
378,11,68,1.025,0.000,0.0342,1.225
378,12,69,0.440,0.000,0.0342,0.618
378,13,70,0.490,0.000,0.0340,1.226
378,14,71,0.236,0.000,0.0344,0.618
378,15,72,0.273,0.000,0.0344,1.225
379,0,58,1.447,99.901,0.0375,14.894
379,1,59,1.198,34.075,0.0364,9.360
379,2,60,0.650,0.000,0.0352,3.215
379,3,61,0.831,0.000,0.0348,0.618
379,4,62,0.397,0.000,0.0346,1.225
379,5,63,0.370,0.000,0.0345,0.617
379,6,64,0.654,0.000,0.0345,1.224
379,7,65,0.736,0.000,0.0343,0.618
379,8,66,0.351,0.000,0.0345,1.226
379,9,67,0.659,0.000,0.0344,0.617
379,10,68,0.407,0.000,0.0342,1.225
379,11,69,0.577,0.000,0.0342,0.618
379,12,70,0.420,0.000,0.0340,1.226
379,13,71,0.607,0.000,0.0344,0.618
379,14,72,0.207,0.000,0.0344,1.225
379,15,73,0.717,0.000,0.0342,0.618
380,0,59,1.704,34.075,0.0364,9.360
380,1,60,0.723,0.000,0.0352,3.215
380,2,61,0.452,0.000,0.0348,0.618
380,3,62,0.497,0.000,0.0346,1.225
380,4,63,0.340,0.000,0.0345,0.617
380,5,64,0.463,0.000,0.0345,1.224
