sample_idx,t,abs_frame,pos_err_mm,ee_speed_mm_s,joint_vel_norm,control_lag_mm
3,15,18,0.224,0.000,0.0304,201.316
4,0,4,1.626,1474.513,6.3744,147.451
4,1,5,1.042,1003.004,4.4897,100.300
4,2,6,5.516,432.487,2.4004,43.249
4,3,7,0.913,0.006,0.0300,0.001
4,4,8,1.643,0.002,0.0304,0.000
4,5,9,0.771,0.002,0.0304,0.000
4,6,10,0.877,0.000,0.0304,0.000
4,7,11,0.757,0.000,0.0304,0.000
4,8,12,0.404,0.000,0.0304,0.000
4,9,13,0.699,0.000,0.0304,0.000
4,10,14,3.312,0.000,0.0304,0.000
4,11,15,1.379,0.000,0.0304,0.000
4,12,16,2.540,3806.016,0.0304,0.000
4,13,17,2.113,0.000,0.0304,380.602
4,14,18,0.604,0.000,0.0304,201.316
4,15,19,1.291,0.000,5.7607,76.420
5,0,5,1.108,1003.004,4.4897,100.300
5,1,6,5.114,432.487,2.4004,43.249
5,2,7,0.791,0.006,0.0300,0.001
5,3,8,0.957,0.002,0.0304,0.000
5,4,9,0.448,0.002,0.0304,0.000
5,5,10,0.431,0.000,0.0304,0.000
5,6,11,0.963,0.000,0.0304,0.000
5,7,12,0.610,0.000,0.0304,0.000
5,8,13,0.913,0.000,0.0304,0.000
5,9,14,0.316,0.000,0.0304,0.000
5,10,15,0.125,0.000,0.0304,0.000
5,11,16,0.604,3806.016,0.0304,0.000
5,12,17,0.719,0.000,0.0304,380.602
5,13,18,0.664,0.000,0.0304,201.316
5,14,19,0.137,0.000,5.7607,76.420
5,15,20,0.445,258.819,3.6098,0.965
6,0,6,1.568,432.487,2.4004,43.249
6,1,7,1.060,0.006,0.0300,0.001
6,2,8,1.192,0.002,0.0304,0.000
6,3,9,1.524,0.002,0.0304,0.000
6,4,10,1.261,0.000,0.0304,0.000
6,5,11,1.333,0.000,0.0304,0.000
6,6,12,0.901,0.000,0.0304,0.000
6,7,13,0.739,0.000,0.0304,0.000
6,8,14,0.471,0.000,0.0304,0.000
6,9,15,0.711,0.000,0.0304,0.000
6,10,16,1.324,3806.016,0.0304,0.000
6,11,17,1.141,0.000,0.0304,380.602
6,12,18,1.515,0.000,0.0304,201.316
6,13,19,1.961,0.000,5.7607,76.420
6,14,20,1.017,258.819,3.6098,0.965
6,15,21,2.045,0.000,0.3201,26.388
7,0,7,5.011,0.006,0.0300,0.001
7,1,8,0.896,0.002,0.0304,0.000
7,2,9,0.589,0.002,0.0304,0.000
7,3,10,1.162,0.000,0.0304,0.000
7,4,11,0.860,0.000,0.0304,0.000
7,5,12,0.640,0.000,0.0304,0.000
7,6,13,0.212,0.000,0.0304,0.000
7,7,14,0.881,0.000,0.0304,0.000
7,8,15,0.866,0.000,0.0304,0.000
7,9,16,4.364,3806.016,0.0304,0.000
7,10,17,0.306,0.000,0.0304,380.602
7,11,18,1.164,0.000,0.0304,201.316
7,12,19,0.427,0.000,5.7607,76.420
7,13,20,1.039,258.819,3.6098,0.965
7,14,21,0.082,0.000,0.3201,26.388
7,15,22,1.151,241.181,0.0140,2.599
8,0,8,6.008,0.002,0.0304,0.000
8,1,9,2.040,0.002,0.0304,0.000
8,2,10,0.476,0.000,0.0304,0.000
8,3,11,1.401,0.000,0.0304,0.000
8,4,12,1.249,0.000,0.0304,0.000
8,5,13,1.536,0.000,0.0304,0.000
8,6,14,0.809,0.000,0.0304,0.000
8,7,15,1.000,0.000,0.0304,0.000
8,8,16,1.185,3806.016,0.0304,0.000
8,9,17,0.291,0.000,0.0304,380.602
8,10,18,1.520,0.000,0.0304,201.316
8,11,19,0.742,0.000,5.7607,76.420
8,12,20,0.268,258.819,3.6098,0.965
8,13,21,0.675,0.000,0.3201,26.388
8,14,22,0.547,241.181,0.0140,2.599
8,15,23,1.232,0.000,0.0135,23.893
9,0,9,0.646,0.002,0.0304,0.000
9,1,10,0.818,0.000,0.0304,0.000
9,2,11,0.933,0.000,0.0304,0.000
9,3,12,0.811,0.000,0.0304,0.000
9,4,13,0.790,0.000,0.0304,0.000
9,5,14,0.810,0.000,0.0304,0.000
9,6,15,0.608,0.000,0.0304,0.000
9,7,16,0.355,3806.016,0.0304,0.000
9,8,17,1.788,0.000,0.0304,380.602
9,9,18,1.715,0.000,0.0304,201.316
9,10,19,0.903,0.000,5.7607,76.420
9,11,20,0.780,258.819,3.6098,0.965
9,12,21,0.913,0.000,0.3201,26.388
9,13,22,0.284,241.181,0.0140,2.599
9,14,23,0.228,0.000,0.0135,23.893
9,15,24,0.548,207.107,0.0135,3.322
10,0,10,0.744,0.000,0.0304,0.000
10,1,11,1.066,0.000,0.0304,0.000
10,2,12,1.060,0.000,0.0304,0.000
10,3,13,1.061,0.000,0.0304,0.000
10,4,14,0.817,0.000,0.0304,0.000
10,5,15,1.373,0.000,0.0304,0.000
10,6,16,0.951,3806.016,0.0304,0.000
10,7,17,0.919,0.000,0.0304,380.602
10,8,18,0.487,0.000,0.0304,201.316
10,9,19,0.450,0.000,5.7607,76.420
10,10,20,0.844,258.819,3.6098,0.965
10,11,21,1.160,0.000,0.3201,26.388
10,12,22,1.550,241.181,0.0140,2.599
10,13,23,0.713,0.000,0.0135,23.893
10,14,24,0.715,207.107,0.0135,3.322
10,15,25,1.140,158.919,0.0128,20.200
11,0,11,1.193,0.000,0.0304,0.000
11,1,12,0.780,0.000,0.0304,0.000
11,2,13,2.127,0.000,0.0304,0.000
11,3,14,379.994,0.000,0.0304,0.000
11,4,15,380.871,0.000,0.0304,0.000
11,5,16,380.437,3806.016,0.0304,0.000
11,6,17,0.406,0.000,0.0304,380.602
11,7,18,25.594,0.000,0.0304,201.316
11,8,19,25.830,0.000,5.7607,76.420
11,9,20,49.401,258.819,3.6098,0.965
11,10,21,24.199,0.000,0.3201,26.388
11,11,22,44.498,241.181,0.0140,2.599
11,12,23,36.544,0.000,0.0135,23.893
11,13,24,46.928,207.107,0.0135,3.322
11,14,25,29.303,158.919,0.0128,20.200
11,15,26,14.401,99.900,0.0128,15.354
12,0,12,2.413,0.000,0.0304,0.000
12,1,13,1.292,0.000,0.0304,0.000
12,2,14,3.021,0.000,0.0304,0.000
12,3,15,367.472,0.000,0.0304,0.000
12,4,16,377.997,3806.016,0.0304,0.000
12,5,17,2.671,0.000,0.0304,380.602
12,6,18,2.220,0.000,0.0304,201.316
12,7,19,27.992,0.000,5.7607,76.420
12,8,20,26.587,258.819,3.6098,0.965
12,9,21,24.763,0.000,0.3201,26.388
12,10,22,24.540,241.181,0.0140,2.599
12,11,23,21.733,0.000,0.0135,23.893
12,12,24,36.761,207.107,0.0135,3.322
12,13,25,26.004,158.919,0.0128,20.200
12,14,26,13.413,99.900,0.0128,15.354
12,15,27,2.253,34.075,0.0122,9.606
13,0,13,0.890,0.000,0.0304,0.000
13,1,14,2.517,0.000,0.0304,0.000
13,2,15,0.913,0.000,0.0304,0.000
13,3,16,3.125,3806.016,0.0304,0.000
13,4,17,1.188,0.000,0.0304,380.602
13,5,18,0.873,0.000,0.0304,201.316
13,6,19,0.936,0.000,5.7607,76.420
13,7,20,0.305,258.819,3.6098,0.965
13,8,21,0.207,0.000,0.3201,26.388
13,9,22,0.580,241.181,0.0140,2.599
13,10,23,1.185,0.000,0.0135,23.893
13,11,24,0.395,207.107,0.0135,3.322
13,12,25,0.435,158.919,0.0128,20.200
13,13,26,0.541,99.900,0.0128,15.354
13,14,27,0.862,34.075,0.0122,9.606
13,15,28,0.513,0.000,0.0117,3.239
14,0,14,2.129,0.000,0.0304,0.000
14,1,15,6.223,0.000,0.0304,0.000
14,2,16,4.409,3806.016,0.0304,0.000
14,3,17,1.610,0.000,0.0304,380.602
14,4,18,1.464,0.000,0.0304,201.316
14,5,19,0.536,0.000,5.7607,76.420
14,6,20,0.852,258.819,3.6098,0.965
14,7,21,1.188,0.000,0.3201,26.388
14,8,22,3.301,241.181,0.0140,2.599
14,9,23,0.099,0.000,0.0135,23.893
14,10,24,1.090,207.107,0.0135,3.322
14,11,25,1.642,158.919,0.0128,20.200
14,12,26,1.112,99.900,0.0128,15.354
14,13,27,0.796,34.075,0.0122,9.606
14,14,28,0.632,0.000,0.0117,3.239
14,15,29,1.289,0.000,0.0114,3.159
15,0,15,380.130,0.000,0.0304,0.000
15,1,16,380.909,3806.016,0.0304,0.000
15,2,17,0.461,0.000,0.0304,380.602
15,3,18,0.183,0.000,0.0304,201.316
15,4,19,26.068,0.000,5.7607,76.420
15,5,20,25.498,258.819,3.6098,0.965
15,6,21,24.430,0.000,0.3201,26.388
15,7,22,24.507,241.181,0.0140,2.599
15,8,23,21.352,0.000,0.0135,23.893
15,9,24,37.145,207.107,0.0135,3.322
15,10,25,26.684,158.919,0.0128,20.200
15,11,26,13.404,99.900,0.0128,15.354
15,12,27,3.413,34.075,0.0122,9.606
15,13,28,0.169,0.000,0.0117,3.239
15,14,29,0.952,0.000,0.0114,3.159
15,15,30,0.147,0.000,0.0792,3.161
16,0,16,1.688,3806.016,0.0304,0.000
16,1,17,1.062,0.000,0.0304,380.602
16,2,18,1.432,0.000,0.0304,201.316
16,3,19,0.353,0.000,5.7607,76.420
16,4,20,0.412,258.819,3.6098,0.965
16,5,21,0.930,0.000,0.3201,26.388
16,6,22,0.326,241.181,0.0140,2.599
16,7,23,0.475,0.000,0.0135,23.893
16,8,24,0.313,207.107,0.0135,3.322
16,9,25,0.413,158.919,0.0128,20.200
16,10,26,0.681,99.900,0.0128,15.354
16,11,27,0.610,34.075,0.0122,9.606
16,12,28,0.735,0.000,0.0117,3.239
16,13,29,0.521,0.000,0.0114,3.159
16,14,30,2.483,0.000,0.0792,3.161
16,15,31,0.491,0.000,0.0616,3.370
17,0,17,0.510,0.000,0.0304,380.602
17,1,18,0.595,0.000,0.0304,201.316
17,2,19,0.468,0.000,5.7607,76.420
17,3,20,0.881,258.819,3.6098,0.965
17,4,21,0.436,0.000,0.3201,26.388
17,5,22,0.605,241.181,0.0140,2.599
17,6,23,0.145,0.000,0.0135,23.893
17,7,24,0.206,207.107,0.0135,3.322
17,8,25,0.695,158.919,0.0128,20.200
17,9,26,0.674,99.900,0.0128,15.354
17,10,27,0.947,34.075,0.0122,9.606
17,11,28,0.429,0.000,0.0117,3.239
17,12,29,0.206,0.000,0.0114,3.159
17,13,30,0.158,0.000,0.0792,3.161
17,14,31,0.903,0.000,0.0616,3.370
17,15,32,0.071,0.000,0.0449,3.246
18,0,18,0.802,0.000,0.0304,201.316
18,1,19,0.730,0.000,5.7607,76.420
18,2,20,0.283,258.819,3.6098,0.965
18,3,21,25.628,0.000,0.3201,26.388
18,4,22,0.703,241.181,0.0140,2.599
18,5,23,23.901,0.000,0.0135,23.893
18,6,24,0.527,207.107,0.0135,3.322
18,7,25,20.305,158.919,0.0128,20.200
18,8,26,15.575,99.900,0.0128,15.354
18,9,27,9.649,34.075,0.0122,9.606
18,10,28,3.085,0.000,0.0117,3.239
18,11,29,0.428,0.000,0.0114,3.159
18,12,30,0.370,0.000,0.0792,3.161
18,13,31,0.269,0.000,0.0616,3.370
18,14,32,0.273,0.000,0.0449,3.246
18,15,33,0.297,0.000,0.0128,3.369
19,0,19,0.352,0.000,5.7607,76.420
19,1,20,0.492,258.819,3.6098,0.965
19,2,21,0.439,0.000,0.3201,26.388
19,3,22,0.433,241.181,0.0140,2.599
19,4,23,0.456,0.000,0.0135,23.893
19,5,24,0.113,207.107,0.0135,3.322
19,6,25,0.359,158.919,0.0128,20.200
19,7,26,0.563,99.900,0.0128,15.354
19,8,27,0.599,34.075,0.0122,9.606
19,9,28,0.118,0.000,0.0117,3.239
19,10,29,0.032,0.000,0.0114,3.159
19,11,30,0.191,0.000,0.0792,3.161
19,12,31,0.148,0.000,0.0616,3.370
19,13,32,0.023,0.000,0.0449,3.246
19,14,33,0.259,0.000,0.0128,3.369
19,15,34,0.540,0.000,0.0180,3.247
20,0,20,0.360,258.819,3.6098,0.965
20,1,21,0.226,0.000,0.3201,26.388
20,2,22,0.242,241.181,0.0140,2.599
20,3,23,0.552,0.000,0.0135,23.893
20,4,24,0.681,207.107,0.0135,3.322
20,5,25,0.584,158.919,0.0128,20.200
20,6,26,0.125,99.900,0.0128,15.354
20,7,27,0.418,34.075,0.0122,9.606
20,8,28,0.336,0.000,0.0117,3.239
20,9,29,0.371,0.000,0.0114,3.159
20,10,30,0.492,0.000,0.0792,3.161
20,11,31,0.318,0.000,0.0616,3.370
20,12,32,0.241,0.000,0.0449,3.246
20,13,33,0.197,0.000,0.0128,3.369
20,14,34,0.228,0.000,0.0180,3.247
20,15,35,1.173,0.000,0.0122,3.364
21,0,21,0.978,0.000,0.3201,26.388
21,1,22,1.550,241.181,0.0140,2.599
21,2,23,1.259,0.000,0.0135,23.893
21,3,24,1.403,207.107,0.0135,3.322
21,4,25,1.502,158.919,0.0128,20.200
21,5,26,0.355,99.900,0.0128,15.354
21,6,27,0.705,34.075,0.0122,9.606
21,7,28,0.183,0.000,0.0117,3.239
21,8,29,0.487,0.000,0.0114,3.159
21,9,30,0.123,0.000,0.0792,3.161
21,10,31,0.770,0.000,0.0616,3.370
21,11,32,0.095,0.000,0.0449,3.246
21,12,33,0.282,0.000,0.0128,3.369
21,13,34,0.718,0.000,0.0180,3.247
21,14,35,0.169,0.000,0.0122,3.364
21,15,36,0.206,0.000,0.0186,3.247
22,0,22,1.365,241.181,0.0140,2.599
22,1,23,0.606,0.000,0.0135,23.893
22,2,24,0.283,207.107,0.0135,3.322
22,3,25,0.186,158.919,0.0128,20.200
22,4,26,0.444,99.900,0.0128,15.354
22,5,27,0.655,34.075,0.0122,9.606
22,6,28,0.028,0.000,0.0117,3.239
22,7,29,0.873,0.000,0.0114,3.159
22,8,30,0.305,0.000,0.0792,3.161
22,9,31,0.129,0.000,0.0616,3.370
22,10,32,0.050,0.000,0.0449,3.246
22,11,33,0.251,0.000,0.0128,3.369
22,12,34,0.503,0.000,0.0180,3.247
22,13,35,0.362,0.000,0.0122,3.364
22,14,36,0.228,0.000,0.0186,3.247
22,15,37,0.555,0.000,0.0138,3.384
23,0,23,2.382,0.000,0.0135,23.893
23,1,24,0.431,207.107,0.0135,3.322
23,2,25,0.708,158.919,0.0128,20.200
23,3,26,0.352,99.900,0.0128,15.354
23,4,27,0.950,34.075,0.0122,9.606
23,5,28,0.544,0.000,0.0117,3.239
23,6,29,0.511,0.000,0.0114,3.159
23,7,30,0.698,0.000,0.0792,3.161
23,8,31,0.295,0.000,0.0616,3.370
23,9,32,0.971,0.000,0.0449,3.246
23,10,33,0.229,0.000,0.0128,3.369
23,11,34,0.296,0.000,0.0180,3.247
23,12,35,0.400,0.000,0.0122,3.364
23,13,36,0.514,0.000,0.0186,3.247
23,14,37,0.183,0.000,0.0138,3.384
23,15,38,0.118,0.000,0.0173,3.250
24,0,24,0.697,207.107,0.0135,3.322
24,1,25,0.336,158.919,0.0128,20.200
24,2,26,0.669,99.900,0.0128,15.354
24,3,27,1.078,34.075,0.0122,9.606
24,4,28,0.370,0.000,0.0117,3.239
24,5,29,0.098,0.000,0.0114,3.159
24,6,30,0.273,0.000,0.0792,3.161
24,7,31,0.024,0.000,0.0616,3.370
24,8,32,0.012,0.000,0.0449,3.246
24,9,33,0.052,0.000,0.0128,3.369
24,10,34,0.011,0.000,0.0180,3.247
24,11,35,0.200,0.000,0.0122,3.364
24,12,36,0.212,0.000,0.0186,3.247
24,13,37,0.206,0.000,0.0138,3.384
24,14,38,0.283,0.000,0.0173,3.250
24,15,39,0.225,1000.000,0.0194,3.354
25,0,25,0.406,158.919,0.0128,20.200
25,1,26,0.819,99.900,0.0128,15.354
25,2,27,0.693,34.075,0.0122,9.606
25,3,28,0.242,0.000,0.0117,3.239
25,4,29,0.592,0.000,0.0114,3.159
25,5,30,0.713,0.000,0.0792,3.161
25,6,31,0.236,0.000,0.0616,3.370
25,7,32,0.317,0.000,0.0449,3.246
25,8,33,0.237,0.000,0.0128,3.369
25,9,34,0.310,0.000,0.0180,3.247
25,10,35,0.558,0.000,0.0122,3.364
25,11,36,0.262,0.000,0.0186,3.247
25,12,37,0.770,0.000,0.0138,3.384
25,13,38,1.090,0.000,0.0173,3.250
25,14,39,0.433,1000.000,0.0194,3.354
25,15,40,0.989,0.000,0.0204,4.736
26,0,26,0.633,99.900,0.0128,15.354
26,1,27,0.521,34.075,0.0122,9.606
26,2,28,0.725,0.000,0.0117,3.239
26,3,29,0.656,0.000,0.0114,3.159
26,4,30,0.599,0.000,0.0792,3.161
26,5,31,0.803,0.000,0.0616,3.370
26,6,32,0.993,0.000,0.0449,3.246
26,7,33,0.349,0.000,0.0128,3.369
26,8,34,0.751,0.000,0.0180,3.247
26,9,35,0.647,0.000,0.0122,3.364
26,10,36,0.283,0.000,0.0186,3.247
26,11,37,1.051,0.000,0.0138,3.384
26,12,38,0.289,0.000,0.0173,3.250
26,13,39,1.290,1000.000,0.0194,3.354
26,14,40,0.335,0.000,0.0204,4.736
26,15,41,103.717,1035.567,1.9879,0.634
27,0,27,0.154,34.075,0.0122,9.606
27,1,28,0.355,0.000,0.0117,3.239
27,2,29,0.748,0.000,0.0114,3.159
27,3,30,0.011,0.000,0.0792,3.161
27,4,31,0.313,0.000,0.0616,3.370
27,5,32,0.084,0.000,0.0449,3.246
27,6,33,0.038,0.000,0.0128,3.369
27,7,34,0.135,0.000,0.0180,3.247
27,8,35,0.345,0.000,0.0122,3.364
27,9,36,0.473,0.000,0.0186,3.247
27,10,37,0.368,0.000,0.0138,3.384
27,11,38,0.166,0.000,0.0173,3.250
27,12,39,0.205,1000.000,0.0194,3.354
27,13,40,0.608,0.000,0.0204,4.736
27,14,41,67.531,1035.567,1.9879,0.634
27,15,42,0.623,0.000,0.0171,102.210
28,0,28,0.672,0.000,0.0117,3.239
28,1,29,0.178,0.000,0.0114,3.159
28,2,30,0.428,0.000,0.0792,3.161
28,3,31,0.231,0.000,0.0616,3.370
28,4,32,0.172,0.000,0.0449,3.246
28,5,33,0.307,0.000,0.0128,3.369
28,6,34,0.438,0.000,0.0180,3.247
28,7,35,0.163,0.000,0.0122,3.364
28,8,36,0.523,0.000,0.0186,3.247
28,9,37,0.516,0.000,0.0138,3.384
28,10,38,0.453,0.000,0.0173,3.250
28,11,39,0.176,1000.000,0.0194,3.354
28,12,40,0.251,0.000,0.0204,4.736
28,13,41,54.297,1035.567,1.9879,0.634
28,14,42,1.021,0.000,0.0171,102.210
28,15,43,0.671,0.000,4.4749,20.532
29,0,29,6.088,0.000,0.0114,3.159
29,1,30,1.269,0.000,0.0792,3.161
29,2,31,0.643,0.000,0.0616,3.370
29,3,32,0.927,0.000,0.0449,3.246
29,4,33,1.161,0.000,0.0128,3.369
29,5,34,1.894,0.000,0.0180,3.247
29,6,35,2.009,0.000,0.0122,3.364
29,7,36,1.110,0.000,0.0186,3.247
29,8,37,2.041,0.000,0.0138,3.384
29,9,38,0.617,0.000,0.0173,3.250
29,10,39,1.509,1000.000,0.0194,3.354
29,11,40,2.247,0.000,0.0204,4.736
29,12,41,60.147,1035.567,1.9879,0.634
29,13,42,0.924,0.000,0.0171,102.210
29,14,43,3.111,0.000,4.4749,20.532
29,15,44,2.169,0.000,3.0318,0.626
30,0,30,0.780,0.000,0.0792,3.161
30,1,31,0.298,0.000,0.0616,3.370
30,2,32,0.728,0.000,0.0449,3.246
30,3,33,0.134,0.000,0.0128,3.369
30,4,34,0.246,0.000,0.0180,3.247
30,5,35,0.066,0.000,0.0122,3.364
30,6,36,0.345,0.000,0.0186,3.247
30,7,37,0.228,0.000,0.0138,3.384
30,8,38,0.146,0.000,0.0173,3.250
30,9,39,0.327,1000.000,0.0194,3.354
30,10,40,1.254,0.000,0.0204,4.736
30,11,41,43.786,1035.567,1.9879,0.634
30,12,42,0.524,0.000,0.0171,102.210
30,13,43,0.543,0.000,4.4749,20.532
30,14,44,0.630,0.000,3.0318,0.626
30,15,45,0.716,0.000,0.0190,1.238
31,0,31,0.478,0.000,0.0616,3.370
31,1,32,0.346,0.000,0.0449,3.246
31,2,33,0.262,0.000,0.0128,3.369
31,3,34,0.281,0.000,0.0180,3.247
31,4,35,0.957,0.000,0.0122,3.364
31,5,36,0.625,0.000,0.0186,3.247
31,6,37,0.311,0.000,0.0138,3.384
31,7,38,0.127,0.000,0.0173,3.250
31,8,39,0.300,1000.000,0.0194,3.354
31,9,40,0.695,0.000,0.0204,4.736
31,10,41,18.089,1035.567,1.9879,0.634
31,11,42,1.575,0.000,0.0171,102.210
31,12,43,0.476,0.000,4.4749,20.532
31,13,44,0.544,0.000,3.0318,0.626
31,14,45,0.738,0.000,0.0190,1.238
31,15,46,0.256,0.000,0.0196,0.625
32,0,32,0.065,0.000,0.0449,3.246
32,1,33,0.748,0.000,0.0128,3.369
32,2,34,0.329,0.000,0.0180,3.247
32,3,35,0.594,0.000,0.0122,3.364
32,4,36,0.260,0.000,0.0186,3.247
32,5,37,0.304,0.000,0.0138,3.384
32,6,38,0.101,0.000,0.0173,3.250
32,7,39,0.738,1000.000,0.0194,3.354
32,8,40,1.519,0.000,0.0204,4.736
32,9,41,73.238,1035.567,1.9879,0.634
32,10,42,0.671,0.000,0.0171,102.210
32,11,43,0.548,0.000,4.4749,20.532
32,12,44,0.560,0.000,3.0318,0.626
32,13,45,0.358,0.000,0.0190,1.238
32,14,46,0.592,0.000,0.0196,0.625
32,15,47,0.542,0.000,0.0194,1.237
33,0,33,0.608,0.000,0.0128,3.369
33,1,34,0.041,0.000,0.0180,3.247
33,2,35,0.410,0.000,0.0122,3.364
33,3,36,0.854,0.000,0.0186,3.247
33,4,37,0.189,0.000,0.0138,3.384
33,5,38,0.105,0.000,0.0173,3.250
33,6,39,0.198,1000.000,0.0194,3.354
33,7,40,0.394,0.000,0.0204,4.736
33,8,41,4.472,1035.567,1.9879,0.634
33,9,42,1.402,0.000,0.0171,102.210
33,10,43,0.713,0.000,4.4749,20.532
33,11,44,0.396,0.000,3.0318,0.626
33,12,45,0.270,0.000,0.0190,1.238
33,13,46,0.493,0.000,0.0196,0.625
33,14,47,2.316,0.000,0.0194,1.237
33,15,48,0.380,0.000,0.0194,0.625
34,0,34,0.159,0.000,0.0180,3.247
34,1,35,0.881,0.000,0.0122,3.364
34,2,36,0.631,0.000,0.0186,3.247
34,3,37,0.451,0.000,0.0138,3.384
34,4,38,0.186,0.000,0.0173,3.250
34,5,39,0.814,1000.000,0.0194,3.354
34,6,40,0.408,0.000,0.0204,4.736
34,7,41,1.510,1035.567,1.9879,0.634
34,8,42,1.490,0.000,0.0171,102.210
34,9,43,1.604,0.000,4.4749,20.532
34,10,44,1.323,0.000,3.0318,0.626
34,11,45,0.750,0.000,0.0190,1.238
34,12,46,0.951,0.000,0.0196,0.625
34,13,47,0.457,0.000,0.0194,1.237
34,14,48,0.497,0.000,0.0194,0.625
34,15,49,3.149,0.000,0.0193,1.237
35,0,35,0.465,0.000,0.0122,3.364
35,1,36,1.137,0.000,0.0186,3.247
35,2,37,2.402,0.000,0.0138,3.384
35,3,38,1.065,0.000,0.0173,3.250
35,4,39,0.329,1000.000,0.0194,3.354
35,5,40,1.515,0.000,0.0204,4.736
35,6,41,13.123,1035.567,1.9879,0.634
35,7,42,1.969,0.000,0.0171,102.210
35,8,43,0.910,0.000,4.4749,20.532
35,9,44,0.640,0.000,3.0318,0.626
35,10,45,0.696,0.000,0.0190,1.238
35,11,46,0.725,0.000,0.0196,0.625
35,12,47,0.597,0.000,0.0194,1.237
35,13,48,0.501,0.000,0.0194,0.625
35,14,49,0.559,0.000,0.0193,1.237
35,15,50,0.689,0.000,0.0194,0.625
36,0,36,4.172,0.000,0.0186,3.247
36,1,37,2.796,0.000,0.0138,3.384
36,2,38,3.672,0.000,0.0173,3.250
36,3,39,1.821,1000.000,0.0194,3.354
36,4,40,98.038,0.000,0.0204,4.736
36,5,41,1.815,1035.567,1.9879,0.634
36,6,42,76.101,0.000,0.0171,102.210
36,7,43,1.595,0.000,4.4749,20.532
36,8,44,0.750,0.000,3.0318,0.626
36,9,45,2.719,0.000,0.0190,1.238
36,10,46,1.418,0.000,0.0196,0.625
36,11,47,1.344,0.000,0.0194,1.237
36,12,48,1.362,0.000,0.0194,0.625
36,13,49,1.430,0.000,0.0193,1.237
36,14,50,1.444,0.000,0.0194,0.625
36,15,51,1.217,0.000,0.0192,1.237
37,0,37,0.198,0.000,0.0138,3.384
37,1,38,2.025,0.000,0.0173,3.250
37,2,39,0.586,1000.000,0.0194,3.354
37,3,40,99.507,0.000,0.0204,4.736
37,4,41,0.855,1035.567,1.9879,0.634
37,5,42,64.549,0.000,0.0171,102.210
37,6,43,1.162,0.000,4.4749,20.532
37,7,44,1.141,0.000,3.0318,0.626
37,8,45,1.191,0.000,0.0190,1.238
