sample_idx,t,abs_frame,pos_err_mm,ee_speed_mm_s,joint_vel_norm,control_lag_mm
0,0,0,1.101,1000.000,0.0107,1.806
0,1,1,1.367,32.048,0.0107,3.205
0,2,2,1.369,32.085,2.7134,3.209
0,3,3,2.572,1605.912,0.0139,160.591
0,4,4,2.202,1474.513,6.3744,147.451
0,5,5,1.265,1003.004,4.4897,100.300
0,6,6,0.878,432.487,2.4004,43.249
0,7,7,0.978,0.006,0.0300,0.001
0,8,8,0.939,0.002,0.0304,0.000
0,9,9,1.435,0.002,0.0304,0.000
0,10,10,0.776,0.000,0.0304,0.000
0,11,11,1.334,0.000,0.0304,0.000
0,12,12,1.219,0.000,0.0304,0.000
0,13,13,0.678,0.000,0.0304,0.000
0,14,14,1.591,0.000,0.0304,0.000
0,15,15,1.776,0.000,0.0304,0.000
1,0,1,0.972,32.048,0.0107,3.205
1,1,2,1.215,32.085,2.7134,3.209
1,2,3,0.786,1605.912,0.0139,160.591
1,3,4,1.706,1474.513,6.3744,147.451
1,4,5,0.762,1003.004,4.4897,100.300
1,5,6,3.377,432.487,2.4004,43.249
1,6,7,0.807,0.006,0.0300,0.001
1,7,8,0.623,0.002,0.0304,0.000
1,8,9,0.841,0.002,0.0304,0.000
1,9,10,0.237,0.000,0.0304,0.000
1,10,11,0.313,0.000,0.0304,0.000
1,11,12,0.286,0.000,0.0304,0.000
1,12,13,0.541,0.000,0.0304,0.000
1,13,14,0.843,0.000,0.0304,0.000
1,14,15,0.752,0.000,0.0304,0.000
1,15,16,0.630,3806.016,0.0304,0.000
2,0,2,1.220,32.085,2.7134,3.209
2,1,3,0.775,1605.912,0.0139,160.591
2,2,4,3.259,1474.513,6.3744,147.451
2,3,5,2.986,1003.004,4.4897,100.300
2,4,6,12.631,432.487,2.4004,43.249
2,5,7,0.728,0.006,0.0300,0.001
2,6,8,0.820,0.002,0.0304,0.000
2,7,9,1.089,0.002,0.0304,0.000
2,8,10,0.854,0.000,0.0304,0.000
2,9,11,1.077,0.000,0.0304,0.000
2,10,12,0.701,0.000,0.0304,0.000
2,11,13,1.082,0.000,0.0304,0.000
2,12,14,0.995,0.000,0.0304,0.000
2,13,15,1.796,0.000,0.0304,0.000
2,14,16,0.734,3806.016,0.0304,0.000
2,15,17,0.921,0.000,0.0304,380.602
3,0,3,1.409,1605.912,0.0139,160.591
3,1,4,2.469,1474.513,6.3744,147.451
3,2,5,1.095,1003.004,4.4897,100.300
3,3,6,4.239,432.487,2.4004,43.249
3,4,7,1.041,0.006,0.0300,0.001
3,5,8,0.961,0.002,0.0304,0.000
3,6,9,0.749,0.002,0.0304,0.000
3,7,10,0.637,0.000,0.0304,0.000
3,8,11,0.274,0.000,0.0304,0.000
3,9,12,0.479,0.000,0.0304,0.000
3,10,13,1.135,0.000,0.0304,0.000
3,11,14,0.167,0.000,0.0304,0.000
3,12,15,1.295,0.000,0.0304,0.000
3,13,16,1.078,3806.016,0.0304,0.000
3,14,17,0.230,0.000,0.0304,380.602
3,15,18,0.535,0.000,0.0304,201.316
4,0,4,0.513,1474.513,6.3744,147.451
4,1,5,0.860,1003.004,4.4897,100.300
4,2,6,5.480,432.487,2.4004,43.249
4,3,7,0.730,0.006,0.0300,0.001
4,4,8,0.816,0.002,0.0304,0.000
4,5,9,0.574,0.002,0.0304,0.000
4,6,10,0.171,0.000,0.0304,0.000
4,7,11,0.904,0.000,0.0304,0.000
4,8,12,0.780,0.000,0.0304,0.000
4,9,13,0.352,0.000,0.0304,0.000
4,10,14,1.764,0.000,0.0304,0.000
4,11,15,0.235,0.000,0.0304,0.000
4,12,16,0.761,3806.016,0.0304,0.000
4,13,17,1.298,0.000,0.0304,380.602
4,14,18,0.479,0.000,0.0304,201.316
4,15,19,0.516,0.000,5.7607,76.420
5,0,5,1.635,1003.004,4.4897,100.300
5,1,6,3.565,432.487,2.4004,43.249
5,2,7,0.226,0.006,0.0300,0.001
5,3,8,0.808,0.002,0.0304,0.000
5,4,9,0.673,0.002,0.0304,0.000
5,5,10,0.612,0.000,0.0304,0.000
5,6,11,0.978,0.000,0.0304,0.000
5,7,12,0.433,0.000,0.0304,0.000
5,8,13,0.309,0.000,0.0304,0.000
5,9,14,0.579,0.000,0.0304,0.000
5,10,15,0.588,0.000,0.0304,0.000
5,11,16,0.496,3806.016,0.0304,0.000
5,12,17,1.042,0.000,0.0304,380.602
5,13,18,0.505,0.000,0.0304,201.316
5,14,19,0.779,0.000,5.7607,76.420
5,15,20,1.009,258.819,3.6098,0.965
6,0,6,2.019,432.487,2.4004,43.249
6,1,7,0.736,0.006,0.0300,0.001
6,2,8,1.019,0.002,0.0304,0.000
6,3,9,0.610,0.002,0.0304,0.000
6,4,10,0.939,0.000,0.0304,0.000
6,5,11,0.965,0.000,0.0304,0.000
6,6,12,0.405,0.000,0.0304,0.000
6,7,13,0.423,0.000,0.0304,0.000
6,8,14,0.712,0.000,0.0304,0.000
6,9,15,0.567,0.000,0.0304,0.000
6,10,16,0.373,3806.016,0.0304,0.000
6,11,17,1.572,0.000,0.0304,380.602
6,12,18,1.259,0.000,0.0304,201.316
6,13,19,0.700,0.000,5.7607,76.420
6,14,20,0.741,258.819,3.6098,0.965
6,15,21,0.859,0.000,0.3201,26.388
7,0,7,4.199,0.006,0.0300,0.001
7,1,8,1.165,0.002,0.0304,0.000
7,2,9,0.612,0.002,0.0304,0.000
7,3,10,0.229,0.000,0.0304,0.000
7,4,11,0.208,0.000,0.0304,0.000
7,5,12,0.505,0.000,0.0304,0.000
7,6,13,0.700,0.000,0.0304,0.000
7,7,14,0.335,0.000,0.0304,0.000
7,8,15,0.717,0.000,0.0304,0.000
7,9,16,0.460,3806.016,0.0304,0.000
7,10,17,0.143,0.000,0.0304,380.602
7,11,18,0.432,0.000,0.0304,201.316
7,12,19,0.741,0.000,5.7607,76.420
7,13,20,0.775,258.819,3.6098,0.965
7,14,21,1.018,0.000,0.3201,26.388
7,15,22,0.258,241.181,0.0140,2.599
8,0,8,5.615,0.002,0.0304,0.000
8,1,9,0.951,0.002,0.0304,0.000
8,2,10,1.164,0.000,0.0304,0.000
8,3,11,0.313,0.000,0.0304,0.000
8,4,12,0.473,0.000,0.0304,0.000
8,5,13,1.243,0.000,0.0304,0.000
8,6,14,0.651,0.000,0.0304,0.000
8,7,15,0.554,0.000,0.0304,0.000
8,8,16,0.499,3806.016,0.0304,0.000
8,9,17,0.565,0.000,0.0304,380.602
8,10,18,1.741,0.000,0.0304,201.316
8,11,19,0.716,0.000,5.7607,76.420
8,12,20,0.894,258.819,3.6098,0.965
8,13,21,0.690,0.000,0.3201,26.388
8,14,22,0.587,241.181,0.0140,2.599
8,15,23,0.877,0.000,0.0135,23.893
9,0,9,0.541,0.002,0.0304,0.000
9,1,10,0.482,0.000,0.0304,0.000
9,2,11,0.331,0.000,0.0304,0.000
9,3,12,0.725,0.000,0.0304,0.000
9,4,13,0.446,0.000,0.0304,0.000
9,5,14,0.376,0.000,0.0304,0.000
9,6,15,0.376,0.000,0.0304,0.000
9,7,16,0.540,3806.016,0.0304,0.000
9,8,17,1.131,0.000,0.0304,380.602
9,9,18,0.537,0.000,0.0304,201.316
9,10,19,0.814,0.000,5.7607,76.420
9,11,20,0.567,258.819,3.6098,0.965
9,12,21,0.721,0.000,0.3201,26.388
9,13,22,0.798,241.181,0.0140,2.599
9,14,23,0.448,0.000,0.0135,23.893
9,15,24,0.875,207.107,0.0135,3.322
10,0,10,0.645,0.000,0.0304,0.000
10,1,11,0.607,0.000,0.0304,0.000
10,2,12,0.792,0.000,0.0304,0.000
10,3,13,0.525,0.000,0.0304,0.000
10,4,14,0.533,0.000,0.0304,0.000
10,5,15,0.695,0.000,0.0304,0.000
10,6,16,0.194,3806.016,0.0304,0.000
10,7,17,0.420,0.000,0.0304,380.602
10,8,18,0.470,0.000,0.0304,201.316
10,9,19,0.438,0.000,5.7607,76.420
10,10,20,0.383,258.819,3.6098,0.965
10,11,21,0.576,0.000,0.3201,26.388
10,12,22,0.842,241.181,0.0140,2.599
10,13,23,0.629,0.000,0.0135,23.893
10,14,24,0.433,207.107,0.0135,3.322
10,15,25,0.650,158.919,0.0128,20.200
11,0,11,5.217,0.000,0.0304,0.000
11,1,12,5.451,0.000,0.0304,0.000
11,2,13,4.562,0.000,0.0304,0.000
11,3,14,5.178,0.000,0.0304,0.000
11,4,15,4.643,0.000,0.0304,0.000
11,5,16,5.938,3806.016,0.0304,0.000
11,6,17,1.025,0.000,0.0304,380.602
11,7,18,1.434,0.000,0.0304,201.316
11,8,19,1.246,0.000,5.7607,76.420
11,9,20,2.516,258.819,3.6098,0.965
11,10,21,0.852,0.000,0.3201,26.388
11,11,22,2.281,241.181,0.0140,2.599
11,12,23,1.611,0.000,0.0135,23.893
11,13,24,2.491,207.107,0.0135,3.322
11,14,25,2.117,158.919,0.0128,20.200
11,15,26,3.677,99.900,0.0128,15.354
12,0,12,4.019,0.000,0.0304,0.000
12,1,13,1.438,0.000,0.0304,0.000
12,2,14,1.531,0.000,0.0304,0.000
12,3,15,379.669,0.000,0.0304,0.000
12,4,16,379.873,3806.016,0.0304,0.000
12,5,17,0.753,0.000,0.0304,380.602
12,6,18,0.287,0.000,0.0304,201.316
12,7,19,26.094,0.000,5.7607,76.420
12,8,20,25.902,258.819,3.6098,0.965
12,9,21,24.305,0.000,0.3201,26.388
12,10,22,24.164,241.181,0.0140,2.599
12,11,23,20.232,0.000,0.0135,23.893
12,12,24,37.114,207.107,0.0135,3.322
12,13,25,25.354,158.919,0.0128,20.200
12,14,26,12.745,99.900,0.0128,15.354
12,15,27,2.583,34.075,0.0122,9.606
13,0,13,0.537,0.000,0.0304,0.000
13,1,14,2.676,0.000,0.0304,0.000
13,2,15,0.846,0.000,0.0304,0.000
13,3,16,0.797,3806.016,0.0304,0.000
13,4,17,0.390,0.000,0.0304,380.602
13,5,18,0.307,0.000,0.0304,201.316
13,6,19,0.358,0.000,5.7607,76.420
13,7,20,0.281,258.819,3.6098,0.965
13,8,21,0.341,0.000,0.3201,26.388
13,9,22,0.487,241.181,0.0140,2.599
13,10,23,0.935,0.000,0.0135,23.893
13,11,24,0.616,207.107,0.0135,3.322
13,12,25,0.407,158.919,0.0128,20.200
13,13,26,0.567,99.900,0.0128,15.354
13,14,27,1.190,34.075,0.0122,9.606
13,15,28,0.096,0.000,0.0117,3.239
14,0,14,0.962,0.000,0.0304,0.000
14,1,15,4.911,0.000,0.0304,0.000
14,2,16,375.189,3806.016,0.0304,0.000
14,3,17,2.530,0.000,0.0304,380.602
14,4,18,1.402,0.000,0.0304,201.316
14,5,19,0.599,0.000,5.7607,76.420
14,6,20,25.573,258.819,3.6098,0.965
14,7,21,0.955,0.000,0.3201,26.388
14,8,22,26.450,241.181,0.0140,2.599
14,9,23,1.661,0.000,0.0135,23.893
14,10,24,20.593,207.107,0.0135,3.322
14,11,25,15.380,158.919,0.0128,20.200
14,12,26,9.811,99.900,0.0128,15.354
14,13,27,3.678,34.075,0.0122,9.606
14,14,28,1.385,0.000,0.0117,3.239
14,15,29,2.012,0.000,0.0114,3.159
15,0,15,0.805,0.000,0.0304,0.000
15,1,16,0.854,3806.016,0.0304,0.000
15,2,17,1.287,0.000,0.0304,380.602
15,3,18,1.031,0.000,0.0304,201.316
15,4,19,0.427,0.000,5.7607,76.420
15,5,20,0.978,258.819,3.6098,0.965
15,6,21,0.409,0.000,0.3201,26.388
15,7,22,0.650,241.181,0.0140,2.599
15,8,23,0.914,0.000,0.0135,23.893
15,9,24,0.702,207.107,0.0135,3.322
15,10,25,0.832,158.919,0.0128,20.200
15,11,26,0.160,99.900,0.0128,15.354
15,12,27,0.122,34.075,0.0122,9.606
15,13,28,0.262,0.000,0.0117,3.239
15,14,29,0.425,0.000,0.0114,3.159
15,15,30,0.796,0.000,0.0792,3.161
16,0,16,0.401,3806.016,0.0304,0.000
16,1,17,1.041,0.000,0.0304,380.602
16,2,18,0.437,0.000,0.0304,201.316
16,3,19,0.787,0.000,5.7607,76.420
16,4,20,0.296,258.819,3.6098,0.965
16,5,21,0.268,0.000,0.3201,26.388
16,6,22,0.322,241.181,0.0140,2.599
16,7,23,0.326,0.000,0.0135,23.893
16,8,24,0.324,207.107,0.0135,3.322
16,9,25,0.345,158.919,0.0128,20.200
16,10,26,0.615,99.900,0.0128,15.354
16,11,27,0.312,34.075,0.0122,9.606
16,12,28,0.410,0.000,0.0117,3.239
16,13,29,1.051,0.000,0.0114,3.159
16,14,30,1.967,0.000,0.0792,3.161
16,15,31,0.544,0.000,0.0616,3.370
17,0,17,0.349,0.000,0.0304,380.602
17,1,18,0.387,0.000,0.0304,201.316
17,2,19,0.683,0.000,5.7607,76.420
17,3,20,0.244,258.819,3.6098,0.965
17,4,21,0.343,0.000,0.3201,26.388
17,5,22,0.391,241.181,0.0140,2.599
17,6,23,0.741,0.000,0.0135,23.893
17,7,24,0.513,207.107,0.0135,3.322
17,8,25,0.109,158.919,0.0128,20.200
17,9,26,1.138,99.900,0.0128,15.354
17,10,27,1.227,34.075,0.0122,9.606
17,11,28,0.528,0.000,0.0117,3.239
17,12,29,0.376,0.000,0.0114,3.159
17,13,30,0.752,0.000,0.0792,3.161
17,14,31,1.696,0.000,0.0616,3.370
17,15,32,0.983,0.000,0.0449,3.246
18,0,18,0.566,0.000,0.0304,201.316
18,1,19,0.359,0.000,5.7607,76.420
18,2,20,0.433,258.819,3.6098,0.965
18,3,21,26.442,0.000,0.3201,26.388
18,4,22,0.250,241.181,0.0140,2.599
18,5,23,24.514,0.000,0.0135,23.893
18,6,24,0.335,207.107,0.0135,3.322
18,7,25,21.432,158.919,0.0128,20.200
18,8,26,16.462,99.900,0.0128,15.354
18,9,27,10.740,34.075,0.0122,9.606
18,10,28,3.502,0.000,0.0117,3.239
18,11,29,0.433,0.000,0.0114,3.159
18,12,30,0.307,0.000,0.0792,3.161
18,13,31,0.311,0.000,0.0616,3.370
18,14,32,0.183,0.000,0.0449,3.246
18,15,33,0.134,0.000,0.0128,3.369
19,0,19,0.842,0.000,5.7607,76.420
19,1,20,0.838,258.819,3.6098,0.965
19,2,21,0.781,0.000,0.3201,26.388
19,3,22,0.209,241.181,0.0140,2.599
19,4,23,0.862,0.000,0.0135,23.893
19,5,24,0.605,207.107,0.0135,3.322
19,6,25,0.508,158.919,0.0128,20.200
19,7,26,0.598,99.900,0.0128,15.354
19,8,27,0.914,34.075,0.0122,9.606
19,9,28,0.659,0.000,0.0117,3.239
19,10,29,0.538,0.000,0.0114,3.159
19,11,30,0.777,0.000,0.0792,3.161
19,12,31,0.152,0.000,0.0616,3.370
19,13,32,0.445,0.000,0.0449,3.246
19,14,33,0.541,0.000,0.0128,3.369
19,15,34,0.493,0.000,0.0180,3.247
20,0,20,0.340,258.819,3.6098,0.965
20,1,21,0.568,0.000,0.3201,26.388
20,2,22,0.191,241.181,0.0140,2.599
20,3,23,0.527,0.000,0.0135,23.893
20,4,24,0.325,207.107,0.0135,3.322
20,5,25,0.512,158.919,0.0128,20.200
20,6,26,0.373,99.900,0.0128,15.354
20,7,27,0.386,34.075,0.0122,9.606
20,8,28,0.368,0.000,0.0117,3.239
20,9,29,0.329,0.000,0.0114,3.159
20,10,30,0.198,0.000,0.0792,3.161
20,11,31,0.471,0.000,0.0616,3.370
20,12,32,0.351,0.000,0.0449,3.246
20,13,33,0.161,0.000,0.0128,3.369
20,14,34,0.223,0.000,0.0180,3.247
20,15,35,0.852,0.000,0.0122,3.364
21,0,21,0.493,0.000,0.3201,26.388
21,1,22,0.568,241.181,0.0140,2.599
21,2,23,0.229,0.000,0.0135,23.893
21,3,24,0.394,207.107,0.0135,3.322
21,4,25,0.357,158.919,0.0128,20.200
21,5,26,0.594,99.900,0.0128,15.354
21,6,27,0.600,34.075,0.0122,9.606
21,7,28,0.468,0.000,0.0117,3.239
21,8,29,0.332,0.000,0.0114,3.159
21,9,30,0.422,0.000,0.0792,3.161
21,10,31,1.083,0.000,0.0616,3.370
21,11,32,0.505,0.000,0.0449,3.246
21,12,33,0.294,0.000,0.0128,3.369
21,13,34,0.745,0.000,0.0180,3.247
21,14,35,0.496,0.000,0.0122,3.364
21,15,36,0.284,0.000,0.0186,3.247
22,0,22,1.002,241.181,0.0140,2.599
22,1,23,0.238,0.000,0.0135,23.893
22,2,24,0.149,207.107,0.0135,3.322
22,3,25,0.304,158.919,0.0128,20.200
22,4,26,0.303,99.900,0.0128,15.354
22,5,27,0.406,34.075,0.0122,9.606
22,6,28,0.380,0.000,0.0117,3.239
22,7,29,0.406,0.000,0.0114,3.159
22,8,30,0.266,0.000,0.0792,3.161
22,9,31,0.067,0.000,0.0616,3.370
22,10,32,0.153,0.000,0.0449,3.246
22,11,33,0.459,0.000,0.0128,3.369
22,12,34,0.214,0.000,0.0180,3.247
22,13,35,0.198,0.000,0.0122,3.364
22,14,36,0.292,0.000,0.0186,3.247
22,15,37,0.192,0.000,0.0138,3.384
23,0,23,0.560,0.000,0.0135,23.893
23,1,24,0.190,207.107,0.0135,3.322
23,2,25,0.467,158.919,0.0128,20.200
23,3,26,0.444,99.900,0.0128,15.354
23,4,27,0.024,34.075,0.0122,9.606
23,5,28,0.128,0.000,0.0117,3.239
23,6,29,0.422,0.000,0.0114,3.159
23,7,30,0.154,0.000,0.0792,3.161
23,8,31,0.297,0.000,0.0616,3.370
23,9,32,0.466,0.000,0.0449,3.246
23,10,33,0.441,0.000,0.0128,3.369
23,11,34,0.318,0.000,0.0180,3.247
23,12,35,0.395,0.000,0.0122,3.364
23,13,36,0.283,0.000,0.0186,3.247
23,14,37,0.329,0.000,0.0138,3.384
23,15,38,0.252,0.000,0.0173,3.250
24,0,24,0.301,207.107,0.0135,3.322
24,1,25,0.450,158.919,0.0128,20.200
24,2,26,0.188,99.900,0.0128,15.354
24,3,27,0.511,34.075,0.0122,9.606
24,4,28,0.203,0.000,0.0117,3.239
24,5,29,0.305,0.000,0.0114,3.159
24,6,30,0.231,0.000,0.0792,3.161
24,7,31,0.418,0.000,0.0616,3.370
24,8,32,0.046,0.000,0.0449,3.246
24,9,33,0.156,0.000,0.0128,3.369
24,10,34,0.025,0.000,0.0180,3.247
24,11,35,0.083,0.000,0.0122,3.364
24,12,36,0.213,0.000,0.0186,3.247
24,13,37,0.325,0.000,0.0138,3.384
24,14,38,0.039,0.000,0.0173,3.250
24,15,39,0.982,1000.000,0.0194,3.354
25,0,25,0.511,158.919,0.0128,20.200
25,1,26,1.860,99.900,0.0128,15.354
25,2,27,0.895,34.075,0.0122,9.606
25,3,28,1.489,0.000,0.0117,3.239
25,4,29,0.313,0.000,0.0114,3.159
25,5,30,0.131,0.000,0.0792,3.161
25,6,31,0.205,0.000,0.0616,3.370
25,7,32,1.890,0.000,0.0449,3.246
25,8,33,0.827,0.000,0.0128,3.369
25,9,34,0.051,0.000,0.0180,3.247
25,10,35,0.314,0.000,0.0122,3.364
25,11,36,0.198,0.000,0.0186,3.247
25,12,37,1.027,0.000,0.0138,3.384
25,13,38,0.922,0.000,0.0173,3.250
25,14,39,0.040,1000.000,0.0194,3.354
25,15,40,1.531,0.000,0.0204,4.736
26,0,26,0.042,99.900,0.0128,15.354
26,1,27,0.658,34.075,0.0122,9.606
26,2,28,0.375,0.000,0.0117,3.239
26,3,29,0.363,0.000,0.0114,3.159
26,4,30,0.451,0.000,0.0792,3.161
26,5,31,0.413,0.000,0.0616,3.370
26,6,32,0.150,0.000,0.0449,3.246
26,7,33,0.460,0.000,0.0128,3.369
26,8,34,0.034,0.000,0.0180,3.247
26,9,35,0.428,0.000,0.0122,3.364
26,10,36,0.332,0.000,0.0186,3.247
26,11,37,0.623,0.000,0.0138,3.384
26,12,38,0.503,0.000,0.0173,3.250
26,13,39,1.153,1000.000,0.0194,3.354
26,14,40,0.658,0.000,0.0204,4.736
26,15,41,107.362,1035.567,1.9879,0.634
27,0,27,0.302,34.075,0.0122,9.606
27,1,28,0.477,0.000,0.0117,3.239
27,2,29,0.351,0.000,0.0114,3.159
27,3,30,0.359,0.000,0.0792,3.161
27,4,31,0.157,0.000,0.0616,3.370
27,5,32,0.117,0.000,0.0449,3.246
27,6,33,0.435,0.000,0.0128,3.369
27,7,34,0.289,0.000,0.0180,3.247
27,8,35,0.307,0.000,0.0122,3.364
27,9,36,0.749,0.000,0.0186,3.247
27,10,37,0.454,0.000,0.0138,3.384
27,11,38,0.249,0.000,0.0173,3.250
27,12,39,0.224,1000.000,0.0194,3.354
27,13,40,1.232,0.000,0.0204,4.736
27,14,41,70.451,1035.567,1.9879,0.634
27,15,42,0.702,0.000,0.0171,102.210
28,0,28,0.225,0.000,0.0117,3.239
28,1,29,0.127,0.000,0.0114,3.159
28,2,30,0.175,0.000,0.0792,3.161
28,3,31,0.113,0.000,0.0616,3.370
28,4,32,0.085,0.000,0.0449,3.246
28,5,33,0.149,0.000,0.0128,3.369
28,6,34,0.069,0.000,0.0180,3.247
28,7,35,0.126,0.000,0.0122,3.364
28,8,36,0.328,0.000,0.0186,3.247
28,9,37,0.038,0.000,0.0138,3.384
28,10,38,0.337,0.000,0.0173,3.250
28,11,39,0.706,1000.000,0.0194,3.354
28,12,40,0.446,0.000,0.0204,4.736
28,13,41,63.524,1035.567,1.9879,0.634
28,14,42,0.979,0.000,0.0171,102.210
28,15,43,0.918,0.000,4.4749,20.532
29,0,29,6.034,0.000,0.0114,3.159
29,1,30,0.808,0.000,0.0792,3.161
29,2,31,0.866,0.000,0.0616,3.370
29,3,32,1.068,0.000,0.0449,3.246
29,4,33,1.797,0.000,0.0128,3.369
29,5,34,0.655,0.000,0.0180,3.247
29,6,35,0.885,0.000,0.0122,3.364
29,7,36,1.295,0.000,0.0186,3.247
29,8,37,2.981,0.000,0.0138,3.384
29,9,38,1.571,0.000,0.0173,3.250
29,10,39,1.176,1000.000,0.0194,3.354
29,11,40,1.689,0.000,0.0204,4.736
29,12,41,52.328,1035.567,1.9879,0.634
29,13,42,3.141,0.000,0.0171,102.210
29,14,43,1.208,0.000,4.4749,20.532
29,15,44,1.012,0.000,3.0318,0.626
30,0,30,1.010,0.000,0.0792,3.161
30,1,31,0.207,0.000,0.0616,3.370
30,2,32,0.097,0.000,0.0449,3.246
30,3,33,0.531,0.000,0.0128,3.369
30,4,34,0.394,0.000,0.0180,3.247
30,5,35,0.384,0.000,0.0122,3.364
30,6,36,0.011,0.000,0.0186,3.247
30,7,37,0.561,0.000,0.0138,3.384
30,8,38,0.376,0.000,0.0173,3.250
30,9,39,0.467,1000.000,0.0194,3.354
30,10,40,0.772,0.000,0.0204,4.736
30,11,41,44.449,1035.567,1.9879,0.634
30,12,42,0.781,0.000,0.0171,102.210
30,13,43,0.393,0.000,4.4749,20.532
30,14,44,0.564,0.000,3.0318,0.626
30,15,45,1.626,0.000,0.0190,1.238
31,0,31,0.577,0.000,0.0616,3.370
31,1,32,0.131,0.000,0.0449,3.246
31,2,33,0.110,0.000,0.0128,3.369
31,3,34,0.245,0.000,0.0180,3.247
31,4,35,0.439,0.000,0.0122,3.364
31,5,36,0.187,0.000,0.0186,3.247
31,6,37,0.931,0.000,0.0138,3.384
31,7,38,0.354,0.000,0.0173,3.250
31,8,39,0.327,1000.000,0.0194,3.354
31,9,40,0.959,0.000,0.0204,4.736
31,10,41,23.219,1035.567,1.9879,0.634
31,11,42,0.225,0.000,0.0171,102.210
31,12,43,0.249,0.000,4.4749,20.532
31,13,44,0.438,0.000,3.0318,0.626
31,14,45,0.945,0.000,0.0190,1.238
31,15,46,0.343,0.000,0.0196,0.625
32,0,32,0.219,0.000,0.0449,3.246
32,1,33,0.983,0.000,0.0128,3.369
32,2,34,0.676,0.000,0.0180,3.247
32,3,35,0.564,0.000,0.0122,3.364
32,4,36,0.576,0.000,0.0186,3.247
32,5,37,0.431,0.000,0.0138,3.384
32,6,38,0.838,0.000,0.0173,3.250
32,7,39,0.662,1000.000,0.0194,3.354
32,8,40,1.387,0.000,0.0204,4.736
32,9,41,92.354,1035.567,1.9879,0.634
32,10,42,0.737,0.000,0.0171,102.210
32,11,43,0.704,0.000,4.4749,20.532
32,12,44,0.253,0.000,3.0318,0.626
32,13,45,0.640,0.000,0.0190,1.238
32,14,46,0.382,0.000,0.0196,0.625
32,15,47,0.538,0.000,0.0194,1.237
33,0,33,0.559,0.000,0.0128,3.369
33,1,34,0.569,0.000,0.0180,3.247
33,2,35,0.348,0.000,0.0122,3.364
33,3,36,0.938,0.000,0.0186,3.247
33,4,37,0.503,0.000,0.0138,3.384
33,5,38,0.432,0.000,0.0173,3.250
33,6,39,0.485,1000.000,0.0194,3.354
33,7,40,0.554,0.000,0.0204,4.736
33,8,41,0.285,1035.567,1.9879,0.634
33,9,42,0.924,0.000,0.0171,102.210
33,10,43,0.989,0.000,4.4749,20.532
33,11,44,0.752,0.000,3.0318,0.626
33,12,45,0.312,0.000,0.0190,1.238
33,13,46,0.237,0.000,0.0196,0.625
33,14,47,1.202,0.000,0.0194,1.237
33,15,48,0.600,0.000,0.0194,0.625
34,0,34,0.320,0.000,0.0180,3.247
34,1,35,0.673,0.000,0.0122,3.364
34,2,36,0.298,0.000,0.0186,3.247
34,3,37,0.535,0.000,0.0138,3.384
34,4,38,0.407,0.000,0.0173,3.250
34,5,39,0.378,1000.000,0.0194,3.354
34,6,40,0.823,0.000,0.0204,4.736
34,7,41,0.798,1035.567,1.9879,0.634
34,8,42,1.132,0.000,0.0171,102.210
34,9,43,0.696,0.000,4.4749,20.532
34,10,44,0.565,0.000,3.0318,0.626
34,11,45,0.726,0.000,0.0190,1.238
34,12,46,1.362,0.000,0.0196,0.625
34,13,47,0.307,0.000,0.0194,1.237
34,14,48,1.032,0.000,0.0194,0.625
34,15,49,3.410,0.000,0.0193,1.237
35,0,35,0.698,0.000,0.0122,3.364
35,1,36,1.191,0.000,0.0186,3.247
35,2,37,0.203,0.000,0.0138,3.384
35,3,38,0.381,0.000,0.0173,3.250
35,4,39,0.071,1000.000,0.0194,3.354
35,5,40,1.367,0.000,0.0204,4.736
35,6,41,14.531,1035.567,1.9879,0.634
35,7,42,0.861,0.000,0.0171,102.210
35,8,43,0.700,0.000,4.4749,20.532
35,9,44,0.628,0.000,3.0318,0.626
35,10,45,0.847,0.000,0.0190,1.238
35,11,46,0.375,0.000,0.0196,0.625
35,12,47,0.252,0.000,0.0194,1.237
35,13,48,0.373,0.000,0.0194,0.625
35,14,49,0.414,0.000,0.0193,1.237
35,15,50,0.310,0.000,0.0194,0.625
36,0,36,0.550,0.000,0.0186,3.247
36,1,37,1.339,0.000,0.0138,3.384
36,2,38,0.365,0.000,0.0173,3.250
36,3,39,0.628,1000.000,0.0194,3.354
36,4,40,2.414,0.000,0.0204,4.736
36,5,41,1.797,1035.567,1.9879,0.634
36,6,42,1.503,0.000,0.0171,102.210
36,7,43,1.838,0.000,4.4749,20.532
36,8,44,1.399,0.000,3.0318,0.626
36,9,45,1.491,0.000,0.0190,1.238
36,10,46,1.402,0.000,0.0196,0.625
36,11,47,0.330,0.000,0.0194,1.237
36,12,48,0.813,0.000,0.0194,0.625
36,13,49,0.853,0.000,0.0193,1.237
36,14,50,0.777,0.000,0.0194,0.625
36,15,51,0.405,0.000,0.0192,1.237
37,0,37,1.536,0.000,0.0138,3.384
37,1,38,1.938,0.000,0.0173,3.250
37,2,39,2.472,1000.000,0.0194,3.354
37,3,40,3.427,0.000,0.0204,4.736
37,4,41,2.468,1035.567,1.9879,0.634
37,5,42,1.336,0.000,0.0171,102.210
37,6,43,1.262,0.000,4.4749,20.532
37,7,44,1.079,0.000,3.0318,0.626
37,8,45,0.740,0.000,0.0190,1.238
37,9,46,0.237,0.000,0.0196,0.625
37,10,47,1.107,0.000,0.0194,1.237
37,11,48,1.199,0.000,0.0194,0.625
