sample_idx,t,abs_frame,pos_err_mm,ee_speed_mm_s,joint_vel_norm,control_lag_mm
0,0,0,3.260,381.860,5.1006,38.186
0,1,1,6.842,1067.142,3.8049,106.714
0,2,2,8.114,2.912,0.2984,0.291
0,3,3,1.209,0.002,0.0304,0.000
0,4,4,1.003,0.001,0.0304,0.000
0,5,5,0.796,0.002,0.0304,0.000
0,6,6,0.538,0.003,0.0304,0.000
0,7,7,0.660,0.001,0.0304,0.000
0,8,8,0.472,0.002,0.0304,0.000
0,9,9,0.869,0.003,0.0304,0.000
0,10,10,0.948,0.001,0.0304,0.000
0,11,11,1.885,3426.070,0.0304,0.000
0,12,12,4.254,0.000,0.0304,342.607
0,13,13,2.131,0.000,0.0304,162.445
0,14,14,1.986,0.000,5.7688,19.523
0,15,15,1.474,258.819,2.9778,0.118
1,0,1,4.387,1067.142,3.8049,106.714
1,1,2,2.107,2.912,0.2984,0.291
1,2,3,1.571,0.002,0.0304,0.000
1,3,4,0.697,0.001,0.0304,0.000
1,4,5,1.246,0.002,0.0304,0.000
1,5,6,1.354,0.003,0.0304,0.000
1,6,7,1.052,0.001,0.0304,0.000
1,7,8,0.651,0.002,0.0304,0.000
1,8,9,0.568,0.003,0.0304,0.000
1,9,10,1.882,0.001,0.0304,0.000
1,10,11,2.082,3426.070,0.0304,0.000
1,11,12,0.656,0.000,0.0304,342.607
1,12,13,0.651,0.000,0.0304,162.445
1,13,14,0.788,0.000,5.7688,19.523
1,14,15,1.660,258.819,2.9778,0.118
1,15,16,0.384,0.000,0.0154,25.741
2,0,2,2.234,2.912,0.2984,0.291
2,1,3,1.800,0.002,0.0304,0.000
2,2,4,1.763,0.001,0.0304,0.000
2,3,5,3.172,0.002,0.0304,0.000
2,4,6,2.757,0.003,0.0304,0.000
2,5,7,0.355,0.001,0.0304,0.000
2,6,8,1.280,0.002,0.0304,0.000
2,7,9,0.865,0.003,0.0304,0.000
2,8,10,1.231,0.001,0.0304,0.000
2,9,11,0.757,3426.070,0.0304,0.000
2,10,12,1.252,0.000,0.0304,342.607
2,11,13,0.966,0.000,0.0304,162.445
2,12,14,0.720,0.000,5.7688,19.523
2,13,15,0.776,258.819,2.9778,0.118
2,14,16,0.731,0.000,0.0154,25.741
2,15,17,0.538,241.182,0.0153,2.779
3,0,3,0.559,0.002,0.0304,0.000
3,1,4,0.568,0.001,0.0304,0.000
3,2,5,0.353,0.002,0.0304,0.000
3,3,6,0.192,0.003,0.0304,0.000
3,4,7,0.234,0.001,0.0304,0.000
3,5,8,0.665,0.002,0.0304,0.000
3,6,9,0.287,0.003,0.0304,0.000
3,7,10,0.741,0.001,0.0304,0.000
3,8,11,0.686,3426.070,0.0304,0.000
3,9,12,0.523,0.000,0.0304,342.607
3,10,13,0.776,0.000,0.0304,162.445
3,11,14,0.767,0.000,5.7688,19.523
3,12,15,0.141,258.819,2.9778,0.118
3,13,16,0.655,0.000,0.0154,25.741
3,14,17,1.287,241.182,0.0153,2.779
3,15,18,0.621,0.000,0.0147,23.344
4,0,4,0.539,0.001,0.0304,0.000
4,1,5,0.959,0.002,0.0304,0.000
4,2,6,0.562,0.003,0.0304,0.000
4,3,7,0.765,0.001,0.0304,0.000
4,4,8,0.550,0.002,0.0304,0.000
4,5,9,0.361,0.003,0.0304,0.000
4,6,10,0.554,0.001,0.0304,0.000
4,7,11,0.513,3426.070,0.0304,0.000
4,8,12,0.702,0.000,0.0304,342.607
4,9,13,0.660,0.000,0.0304,162.445
4,10,14,1.468,0.000,5.7688,19.523
4,11,15,0.201,258.819,2.9778,0.118
4,12,16,0.401,0.000,0.0154,25.741
4,13,17,1.066,241.182,0.0153,2.779
4,14,18,1.383,0.000,0.0147,23.344
4,15,19,0.808,207.106,0.0147,3.566
5,0,5,0.217,0.002,0.0304,0.000
5,1,6,0.428,0.003,0.0304,0.000
5,2,7,0.442,0.001,0.0304,0.000
5,3,8,0.466,0.002,0.0304,0.000
5,4,9,0.587,0.003,0.0304,0.000
5,5,10,0.794,0.001,0.0304,0.000
5,6,11,1.014,3426.070,0.0304,0.000
5,7,12,1.024,0.000,0.0304,342.607
5,8,13,0.422,0.000,0.0304,162.445
5,9,14,0.632,0.000,5.7688,19.523
5,10,15,0.481,258.819,2.9778,0.118
5,11,16,0.580,0.000,0.0154,25.741
5,12,17,0.114,241.182,0.0153,2.779
5,13,18,0.269,0.000,0.0147,23.344
5,14,19,0.399,207.106,0.0147,3.566
5,15,20,0.850,158.919,0.0140,19.787
6,0,6,0.744,0.003,0.0304,0.000
6,1,7,0.441,0.001,0.0304,0.000
6,2,8,0.533,0.002,0.0304,0.000
6,3,9,0.930,0.003,0.0304,0.000
6,4,10,0.637,0.001,0.0304,0.000
6,5,11,1.950,3426.070,0.0304,0.000
6,6,12,0.748,0.000,0.0304,342.607
6,7,13,0.707,0.000,0.0304,162.445
6,8,14,0.394,0.000,5.7688,19.523
6,9,15,0.237,258.819,2.9778,0.118
6,10,16,0.560,0.000,0.0154,25.741
6,11,17,0.525,241.182,0.0153,2.779
6,12,18,1.331,0.000,0.0147,23.344
6,13,19,0.512,207.106,0.0147,3.566
6,14,20,0.535,158.919,0.0140,19.787
6,15,21,1.167,99.900,0.0140,15.085
7,0,7,5.618,0.001,0.0304,0.000
7,1,8,0.896,0.002,0.0304,0.000
7,2,9,0.862,0.003,0.0304,0.000
7,3,10,0.606,0.001,0.0304,0.000
7,4,11,342.910,3426.070,0.0304,0.000
7,5,12,0.597,0.000,0.0304,342.607
7,6,13,1.252,0.000,0.0304,162.445
7,7,14,1.000,0.000,5.7688,19.523
7,8,15,26.120,258.819,2.9778,0.118
7,9,16,0.720,0.000,0.0154,25.741
7,10,17,24.030,241.182,0.0153,2.779
7,11,18,0.542,0.000,0.0147,23.344
7,12,19,20.910,207.106,0.0147,3.566
7,13,20,15.991,158.919,0.0140,19.787
7,14,21,8.929,99.900,0.0140,15.085
7,15,22,3.201,34.075,0.0132,9.469
8,0,8,4.147,0.002,0.0304,0.000
8,1,9,1.246,0.003,0.0304,0.000
8,2,10,340.295,0.001,0.0304,0.000
8,3,11,341.973,3426.070,0.0304,0.000
8,4,12,0.321,0.000,0.0304,342.607
8,5,13,0.729,0.000,0.0304,162.445
8,6,14,26.092,0.000,5.7688,19.523
8,7,15,25.261,258.819,2.9778,0.118
8,8,16,23.828,0.000,0.0154,25.741
8,9,17,23.304,241.182,0.0153,2.779
8,10,18,21.734,0.000,0.0147,23.344
8,11,19,35.724,207.106,0.0147,3.566
8,12,20,24.595,158.919,0.0140,19.787
8,13,21,12.850,99.900,0.0140,15.085
8,14,22,2.717,34.075,0.0132,9.469
8,15,23,0.780,0.000,0.0126,3.199
9,0,9,0.769,0.003,0.0304,0.000
9,1,10,0.807,0.001,0.0304,0.000
9,2,11,0.743,3426.070,0.0304,0.000
9,3,12,1.690,0.000,0.0304,342.607
9,4,13,1.945,0.000,0.0304,162.445
9,5,14,0.903,0.000,5.7688,19.523
9,6,15,0.575,258.819,2.9778,0.118
9,7,16,0.135,0.000,0.0154,25.741
9,8,17,0.485,241.182,0.0153,2.779
9,9,18,0.359,0.000,0.0147,23.344
9,10,19,1.100,207.106,0.0147,3.566
9,11,20,0.431,158.919,0.0140,19.787
9,12,21,0.865,99.900,0.0140,15.085
9,13,22,0.769,34.075,0.0132,9.469
9,14,23,1.046,0.000,0.0126,3.199
9,15,24,0.833,0.000,0.0122,3.371
10,0,10,0.359,0.001,0.0304,0.000
10,1,11,1.007,3426.070,0.0304,0.000
10,2,12,1.684,0.000,0.0304,342.607
10,3,13,1.738,0.000,0.0304,162.445
10,4,14,0.677,0.000,5.7688,19.523
10,5,15,0.829,258.819,2.9778,0.118
10,6,16,0.795,0.000,0.0154,25.741
10,7,17,0.637,241.182,0.0153,2.779
10,8,18,0.511,0.000,0.0147,23.344
10,9,19,0.311,207.106,0.0147,3.566
10,10,20,0.194,158.919,0.0140,19.787
10,11,21,0.547,99.900,0.0140,15.085
10,12,22,1.011,34.075,0.0132,9.469
10,13,23,1.189,0.000,0.0126,3.199
10,14,24,1.050,0.000,0.0122,3.371
10,15,25,2.397,0.000,0.0595,3.338
11,0,11,342.333,3426.070,0.0304,0.000
11,1,12,0.546,0.000,0.0304,342.607
11,2,13,0.371,0.000,0.0304,162.445
11,3,14,1.250,0.000,5.7688,19.523
11,4,15,25.492,258.819,2.9778,0.118
11,5,16,0.164,0.000,0.0154,25.741
11,6,17,24.082,241.182,0.0153,2.779
11,7,18,0.247,0.000,0.0147,23.344
11,8,19,21.138,207.106,0.0147,3.566
11,9,20,16.310,158.919,0.0140,19.787
11,10,21,10.601,99.900,0.0140,15.085
11,11,22,4.271,34.075,0.0132,9.469
11,12,23,0.410,0.000,0.0126,3.199
11,13,24,0.698,0.000,0.0122,3.371
11,14,25,1.049,0.000,0.0595,3.338
11,15,26,5.979,0.000,0.0701,3.338
12,0,12,5.702,0.000,0.0304,342.607
12,1,13,2.851,0.000,0.0304,162.445
12,2,14,1.413,0.000,5.7688,19.523
12,3,15,1.590,258.819,2.9778,0.118
12,4,16,1.262,0.000,0.0154,25.741
12,5,17,2.115,241.182,0.0153,2.779
12,6,18,1.075,0.000,0.0147,23.344
12,7,19,2.525,207.106,0.0147,3.566
12,8,20,1.416,158.919,0.0140,19.787
12,9,21,1.487,99.900,0.0140,15.085
12,10,22,2.125,34.075,0.0132,9.469
12,11,23,1.468,0.000,0.0126,3.199
12,12,24,1.853,0.000,0.0122,3.371
12,13,25,1.422,0.000,0.0595,3.338
12,14,26,0.637,0.000,0.0701,3.338
12,15,27,1.676,0.000,0.0697,3.338
13,0,13,1.089,0.000,0.0304,162.445
13,1,14,2.231,0.000,5.7688,19.523
13,2,15,0.863,258.819,2.9778,0.118
13,3,16,25.986,0.000,0.0154,25.741
13,4,17,0.555,241.182,0.0153,2.779
13,5,18,24.346,0.000,0.0147,23.344
13,6,19,1.210,207.106,0.0147,3.566
13,7,20,20.783,158.919,0.0140,19.787
13,8,21,16.035,99.900,0.0140,15.085
13,9,22,10.127,34.075,0.0132,9.469
13,10,23,3.841,0.000,0.0126,3.199
13,11,24,0.349,0.000,0.0122,3.371
13,12,25,0.563,0.000,0.0595,3.338
13,13,26,0.814,0.000,0.0701,3.338
13,14,27,0.658,0.000,0.0697,3.338
13,15,28,0.852,0.000,0.0707,3.338
14,0,14,1.725,0.000,5.7688,19.523
14,1,15,4.309,258.819,2.9778,0.118
14,2,16,1.081,0.000,0.0154,25.741
14,3,17,1.720,241.182,0.0153,2.779
14,4,18,0.746,0.000,0.0147,23.344
14,5,19,0.705,207.106,0.0147,3.566
14,6,20,1.174,158.919,0.0140,19.787
14,7,21,1.552,99.900,0.0140,15.085
14,8,22,3.893,34.075,0.0132,9.469
14,9,23,2.106,0.000,0.0126,3.199
14,10,24,1.196,0.000,0.0122,3.371
14,11,25,1.685,0.000,0.0595,3.338
14,12,26,1.968,0.000,0.0701,3.338
14,13,27,0.948,0.000,0.0697,3.338
14,14,28,0.886,0.000,0.0707,3.338
14,15,29,2.621,0.000,0.0702,3.338
15,0,15,0.436,258.819,2.9778,0.118
15,1,16,0.390,0.000,0.0154,25.741
15,2,17,0.360,241.182,0.0153,2.779
15,3,18,0.597,0.000,0.0147,23.344
15,4,19,0.620,207.106,0.0147,3.566
15,5,20,0.336,158.919,0.0140,19.787
15,6,21,0.430,99.900,0.0140,15.085
15,7,22,0.537,34.075,0.0132,9.469
15,8,23,0.734,0.000,0.0126,3.199
15,9,24,0.307,0.000,0.0122,3.371
15,10,25,0.272,0.000,0.0595,3.338
15,11,26,0.339,0.000,0.0701,3.338
15,12,27,0.534,0.000,0.0697,3.338
15,13,28,1.249,0.000,0.0707,3.338
15,14,29,1.275,0.000,0.0702,3.338
15,15,30,0.122,0.000,0.0701,3.338
16,0,16,1.210,0.000,0.0154,25.741
16,1,17,0.375,241.182,0.0153,2.779
16,2,18,0.672,0.000,0.0147,23.344
16,3,19,0.721,207.106,0.0147,3.566
16,4,20,0.874,158.919,0.0140,19.787
16,5,21,2.030,99.900,0.0140,15.085
16,6,22,0.466,34.075,0.0132,9.469
16,7,23,0.355,0.000,0.0126,3.199
16,8,24,1.122,0.000,0.0122,3.371
16,9,25,0.442,0.000,0.0595,3.338
16,10,26,0.471,0.000,0.0701,3.338
16,11,27,0.355,0.000,0.0697,3.338
16,12,28,0.839,0.000,0.0707,3.338
16,13,29,1.073,0.000,0.0702,3.338
16,14,30,2.761,0.000,0.0701,3.338
16,15,31,1.053,0.000,0.0704,3.338
17,0,17,0.475,241.182,0.0153,2.779
17,1,18,0.166,0.000,0.0147,23.344
17,2,19,0.495,207.106,0.0147,3.566
17,3,20,0.321,158.919,0.0140,19.787
17,4,21,0.361,99.900,0.0140,15.085
17,5,22,0.455,34.075,0.0132,9.469
17,6,23,0.397,0.000,0.0126,3.199
17,7,24,0.499,0.000,0.0122,3.371
17,8,25,0.371,0.000,0.0595,3.338
17,9,26,0.503,0.000,0.0701,3.338
17,10,27,0.304,0.000,0.0697,3.338
17,11,28,0.634,0.000,0.0707,3.338
17,12,29,0.108,0.000,0.0702,3.338
17,13,30,0.775,0.000,0.0701,3.338
17,14,31,1.032,0.000,0.0704,3.338
17,15,32,0.413,0.000,0.0706,3.338
18,0,18,0.267,0.000,0.0147,23.344
18,1,19,0.527,207.106,0.0147,3.566
18,2,20,0.178,158.919,0.0140,19.787
18,3,21,0.590,99.900,0.0140,15.085
18,4,22,0.947,34.075,0.0132,9.469
18,5,23,0.400,0.000,0.0126,3.199
18,6,24,0.656,0.000,0.0122,3.371
18,7,25,0.173,0.000,0.0595,3.338
18,8,26,0.235,0.000,0.0701,3.338
18,9,27,0.650,0.000,0.0697,3.338
18,10,28,0.214,0.000,0.0707,3.338
18,11,29,0.295,0.000,0.0702,3.338
18,12,30,0.311,0.000,0.0701,3.338
18,13,31,0.679,0.000,0.0704,3.338
18,14,32,0.562,0.000,0.0706,3.338
18,15,33,0.893,0.000,0.0695,3.337
19,0,19,0.946,207.106,0.0147,3.566
19,1,20,0.911,158.919,0.0140,19.787
19,2,21,0.587,99.900,0.0140,15.085
19,3,22,0.544,34.075,0.0132,9.469
19,4,23,0.419,0.000,0.0126,3.199
19,5,24,0.827,0.000,0.0122,3.371
19,6,25,0.354,0.000,0.0595,3.338
19,7,26,0.197,0.000,0.0701,3.338
19,8,27,0.199,0.000,0.0697,3.338
19,9,28,0.246,0.000,0.0707,3.338
19,10,29,0.318,0.000,0.0702,3.338
19,11,30,0.156,0.000,0.0701,3.338
19,12,31,0.261,0.000,0.0704,3.338
19,13,32,0.267,0.000,0.0706,3.338
19,14,33,0.420,0.000,0.0695,3.337
19,15,34,0.385,1000.000,0.0708,3.337
20,0,20,0.579,158.919,0.0140,19.787
20,1,21,0.593,99.900,0.0140,15.085
20,2,22,0.685,34.075,0.0132,9.469
20,3,23,0.809,0.000,0.0126,3.199
20,4,24,0.457,0.000,0.0122,3.371
20,5,25,0.471,0.000,0.0595,3.338
20,6,26,0.483,0.000,0.0701,3.338
20,7,27,0.766,0.000,0.0697,3.338
20,8,28,0.429,0.000,0.0707,3.338
20,9,29,0.380,0.000,0.0702,3.338
20,10,30,0.718,0.000,0.0701,3.338
20,11,31,0.543,0.000,0.0704,3.338
20,12,32,0.562,0.000,0.0706,3.338
20,13,33,0.484,0.000,0.0695,3.337
20,14,34,0.287,1000.000,0.0708,3.337
20,15,35,0.519,0.000,0.0710,12.210
21,0,21,0.471,99.900,0.0140,15.085
21,1,22,0.766,34.075,0.0132,9.469
21,2,23,0.899,0.000,0.0126,3.199
21,3,24,0.790,0.000,0.0122,3.371
21,4,25,0.543,0.000,0.0595,3.338
21,5,26,1.544,0.000,0.0701,3.338
21,6,27,1.100,0.000,0.0697,3.338
21,7,28,0.676,0.000,0.0707,3.338
21,8,29,0.796,0.000,0.0702,3.338
21,9,30,0.470,0.000,0.0701,3.338
21,10,31,0.644,0.000,0.0704,3.338
21,11,32,0.895,0.000,0.0706,3.338
21,12,33,0.777,0.000,0.0695,3.337
21,13,34,0.683,1000.000,0.0708,3.337
21,14,35,0.448,0.000,0.0710,12.210
21,15,36,0.799,1028.260,1.3412,1.162
22,0,22,2.279,34.075,0.0132,9.469
22,1,23,0.535,0.000,0.0126,3.199
22,2,24,0.909,0.000,0.0122,3.371
22,3,25,0.406,0.000,0.0595,3.338
22,4,26,0.802,0.000,0.0701,3.338
22,5,27,0.636,0.000,0.0697,3.338
22,6,28,1.006,0.000,0.0707,3.338
22,7,29,0.724,0.000,0.0702,3.338
22,8,30,0.339,0.000,0.0701,3.338
22,9,31,0.849,0.000,0.0704,3.338
22,10,32,0.148,0.000,0.0706,3.338
22,11,33,0.820,0.000,0.0695,3.337
22,12,34,0.587,1000.000,0.0708,3.337
22,13,35,0.563,0.000,0.0710,12.210
22,14,36,0.940,1028.260,1.3412,1.162
22,15,37,1.128,0.000,0.0894,123.289
23,0,23,2.279,0.000,0.0126,3.199
23,1,24,0.443,0.000,0.0122,3.371
23,2,25,1.256,0.000,0.0595,3.338
23,3,26,1.026,0.000,0.0701,3.338
23,4,27,0.623,0.000,0.0697,3.338
23,5,28,1.008,0.000,0.0707,3.338
23,6,29,0.745,0.000,0.0702,3.338
23,7,30,0.486,0.000,0.0701,3.338
23,8,31,0.521,0.000,0.0704,3.338
23,9,32,0.461,0.000,0.0706,3.338
23,10,33,0.165,0.000,0.0695,3.337
23,11,34,0.429,1000.000,0.0708,3.337
23,12,35,0.205,0.000,0.0710,12.210
23,13,36,0.658,1028.260,1.3412,1.162
23,14,37,0.724,0.000,0.0894,123.289
23,15,38,0.653,0.000,4.4494,47.004
24,0,24,0.297,0.000,0.0122,3.371
24,1,25,0.458,0.000,0.0595,3.338
24,2,26,0.540,0.000,0.0701,3.338
24,3,27,0.422,0.000,0.0697,3.338
24,4,28,0.297,0.000,0.0707,3.338
24,5,29,0.572,0.000,0.0702,3.338
24,6,30,1.146,0.000,0.0701,3.338
24,7,31,0.470,0.000,0.0704,3.338
24,8,32,0.477,0.000,0.0706,3.338
24,9,33,0.761,0.000,0.0695,3.337
24,10,34,0.417,1000.000,0.0708,3.337
24,11,35,0.248,0.000,0.0710,12.210
24,12,36,1.770,1028.260,1.3412,1.162
24,13,37,0.379,0.000,0.0894,123.289
24,14,38,0.764,0.000,4.4494,47.004
24,15,39,0.827,0.000,2.5711,14.453
25,0,25,1.080,0.000,0.0595,3.338
25,1,26,1.009,0.000,0.0701,3.338
25,2,27,1.002,0.000,0.0697,3.338
25,3,28,0.661,0.000,0.0707,3.338
25,4,29,1.195,0.000,0.0702,3.338
25,5,30,0.578,0.000,0.0701,3.338
25,6,31,0.700,0.000,0.0704,3.338
25,7,32,0.448,0.000,0.0706,3.338
25,8,33,0.480,0.000,0.0695,3.337
25,9,34,0.281,1000.000,0.0708,3.337
25,10,35,0.815,0.000,0.0710,12.210
25,11,36,1.607,1028.260,1.3412,1.162
25,12,37,0.428,0.000,0.0894,123.289
25,13,38,1.170,0.000,4.4494,47.004
25,14,39,0.749,0.000,2.5711,14.453
25,15,40,0.384,0.000,0.9929,2.072
26,0,26,0.548,0.000,0.0701,3.338
26,1,27,0.592,0.000,0.0697,3.338
26,2,28,0.641,0.000,0.0707,3.338
26,3,29,0.415,0.000,0.0702,3.338
26,4,30,0.136,0.000,0.0701,3.338
26,5,31,0.364,0.000,0.0704,3.338
26,6,32,0.838,0.000,0.0706,3.338
26,7,33,0.662,0.000,0.0695,3.337
26,8,34,1.207,1000.000,0.0708,3.337
26,9,35,1.021,0.000,0.0710,12.210
26,10,36,1.418,1028.260,1.3412,1.162
26,11,37,0.608,0.000,0.0894,123.289
26,12,38,0.525,0.000,4.4494,47.004
26,13,39,0.822,0.000,2.5711,14.453
26,14,40,0.136,0.000,0.9929,2.072
26,15,41,1.288,0.000,0.8258,1.127
27,0,27,0.509,0.000,0.0697,3.338
27,1,28,1.143,0.000,0.0707,3.338
27,2,29,0.585,0.000,0.0702,3.338
27,3,30,0.818,0.000,0.0701,3.338
27,4,31,0.313,0.000,0.0704,3.338
27,5,32,0.233,0.000,0.0706,3.338
27,6,33,0.636,0.000,0.0695,3.337
27,7,34,0.242,1000.000,0.0708,3.337
27,8,35,0.937,0.000,0.0710,12.210
27,9,36,0.785,1028.260,1.3412,1.162
27,10,37,0.356,0.000,0.0894,123.289
27,11,38,0.506,0.000,4.4494,47.004
27,12,39,0.325,0.000,2.5711,14.453
27,13,40,1.290,0.000,0.9929,2.072
27,14,41,0.558,0.000,0.8258,1.127
27,15,42,1.053,0.000,0.0665,1.127
28,0,28,1.231,0.000,0.0707,3.338
28,1,29,0.794,0.000,0.0702,3.338
28,2,30,0.533,0.000,0.0701,3.338
28,3,31,0.626,0.000,0.0704,3.338
28,4,32,0.604,0.000,0.0706,3.338
28,5,33,0.690,0.000,0.0695,3.337
28,6,34,0.767,1000.000,0.0708,3.337
28,7,35,0.657,0.000,0.0710,12.210
28,8,36,1.803,1028.260,1.3412,1.162
28,9,37,0.371,0.000,0.0894,123.289
28,10,38,0.456,0.000,4.4494,47.004
28,11,39,0.537,0.000,2.5711,14.453
28,12,40,0.595,0.000,0.9929,2.072
28,13,41,0.497,0.000,0.8258,1.127
28,14,42,0.594,0.000,0.0665,1.127
28,15,43,1.044,0.000,0.0658,1.127
29,0,29,5.222,0.000,0.0702,3.338
29,1,30,0.880,0.000,0.0701,3.338
29,2,31,0.715,0.000,0.0704,3.338
29,3,32,2.202,0.000,0.0706,3.338
29,4,33,0.802,0.000,0.0695,3.337
29,5,34,2.303,1000.000,0.0708,3.337
29,6,35,2.307,0.000,0.0710,12.210
29,7,36,2.659,1028.260,1.3412,1.162
29,8,37,1.101,0.000,0.0894,123.289
29,9,38,0.417,0.000,4.4494,47.004
29,10,39,1.728,0.000,2.5711,14.453
29,11,40,1.258,0.000,0.9929,2.072
29,12,41,1.861,0.000,0.8258,1.127
29,13,42,1.794,0.000,0.0665,1.127
29,14,43,1.555,0.000,0.0658,1.127
29,15,44,1.657,0.000,0.0661,1.127
30,0,30,0.790,0.000,0.0701,3.338
30,1,31,0.581,0.000,0.0704,3.338
30,2,32,0.198,0.000,0.0706,3.338
30,3,33,0.426,0.000,0.0695,3.337
30,4,34,0.458,1000.000,0.0708,3.337
30,5,35,0.378,0.000,0.0710,12.210
30,6,36,0.928,1028.260,1.3412,1.162
30,7,37,0.603,0.000,0.0894,123.289
30,8,38,0.626,0.000,4.4494,47.004
30,9,39,0.920,0.000,2.5711,14.453
30,10,40,0.398,0.000,0.9929,2.072
30,11,41,1.045,0.000,0.8258,1.127
30,12,42,0.658,0.000,0.0665,1.127
30,13,43,0.784,0.000,0.0658,1.127
30,14,44,0.474,0.000,0.0661,1.127
30,15,45,1.044,0.000,0.0658,1.127
31,0,31,0.938,0.000,0.0704,3.338
31,1,32,0.565,0.000,0.0706,3.338
31,2,33,1.216,0.000,0.0695,3.337
31,3,34,1.488,1000.000,0.0708,3.337
31,4,35,1.905,0.000,0.0710,12.210
31,5,36,0.323,1028.260,1.3412,1.162
31,6,37,0.632,0.000,0.0894,123.289
31,7,38,1.112,0.000,4.4494,47.004
31,8,39,0.957,0.000,2.5711,14.453
31,9,40,0.222,0.000,0.9929,2.072
31,10,41,0.497,0.000,0.8258,1.127
31,11,42,0.452,0.000,0.0665,1.127
31,12,43,0.429,0.000,0.0658,1.127
31,13,44,0.334,0.000,0.0661,1.127
31,14,45,0.748,0.000,0.0658,1.127
31,15,46,0.526,0.000,0.0645,1.127
32,0,32,1.335,0.000,0.0706,3.338
32,1,33,0.717,0.000,0.0695,3.337
32,2,34,1.215,1000.000,0.0708,3.337
32,3,35,1.302,0.000,0.0710,12.210
32,4,36,0.646,1028.260,1.3412,1.162
32,5,37,0.882,0.000,0.0894,123.289
32,6,38,1.168,0.000,4.4494,47.004
32,7,39,0.260,0.000,2.5711,14.453
32,8,40,0.566,0.000,0.9929,2.072
32,9,41,0.438,0.000,0.8258,1.127
32,10,42,0.358,0.000,0.0665,1.127
32,11,43,0.643,0.000,0.0658,1.127
32,12,44,0.170,0.000,0.0661,1.127
32,13,45,0.232,0.000,0.0658,1.127
32,14,46,0.505,0.000,0.0645,1.127
32,15,47,0.942,0.000,0.0649,1.127
33,0,33,1.030,0.000,0.0695,3.337
33,1,34,0.842,1000.000,0.0708,3.337
33,2,35,0.233,0.000,0.0710,12.210
33,3,36,0.436,1028.260,1.3412,1.162
33,4,37,0.721,0.000,0.0894,123.289
33,5,38,0.463,0.000,4.4494,47.004
33,6,39,0.182,0.000,2.5711,14.453
33,7,40,0.607,0.000,0.9929,2.072
33,8,41,0.486,0.000,0.8258,1.127
33,9,42,0.471,0.000,0.0665,1.127
33,10,43,1.103,0.000,0.0658,1.127
33,11,44,0.864,0.000,0.0661,1.127
33,12,45,0.298,0.000,0.0658,1.127
33,13,46,0.314,0.000,0.0645,1.127
33,14,47,1.839,0.000,0.0649,1.127
33,15,48,0.709,0.000,0.0654,1.126
34,0,34,0.848,1000.000,0.0708,3.337
34,1,35,2.147,0.000,0.0710,12.210
34,2,36,2.688,1028.260,1.3412,1.162
34,3,37,2.480,0.000,0.0894,123.289
34,4,38,1.419,0.000,4.4494,47.004
34,5,39,0.657,0.000,2.5711,14.453
34,6,40,0.327,0.000,0.9929,2.072
34,7,41,0.339,0.000,0.8258,1.127
34,8,42,0.146,0.000,0.0665,1.127
34,9,43,0.839,0.000,0.0658,1.127
34,10,44,1.020,0.000,0.0661,1.127
34,11,45,0.969,0.000,0.0658,1.127
34,12,46,0.361,0.000,0.0645,1.127
34,13,47,0.828,0.000,0.0649,1.127
34,14,48,1.609,0.000,0.0654,1.126
34,15,49,2.863,0.000,0.0651,1.126
35,0,35,0.781,0.000,0.0710,12.210
35,1,36,2.312,1028.260,1.3412,1.162
35,2,37,1.387,0.000,0.0894,123.289
35,3,38,0.410,0.000,4.4494,47.004
35,4,39,0.904,0.000,2.5711,14.453
35,5,40,0.536,0.000,0.9929,2.072
35,6,41,0.397,0.000,0.8258,1.127
35,7,42,0.446,0.000,0.0665,1.127
35,8,43,0.781,0.000,0.0658,1.127
35,9,44,0.868,0.000,0.0661,1.127
35,10,45,0.750,0.000,0.0658,1.127
35,11,46,0.774,0.000,0.0645,1.127
35,12,47,0.479,0.000,0.0649,1.127
35,13,48,0.537,0.000,0.0654,1.126
35,14,49,1.234,0.000,0.0651,1.126
35,15,50,2.798,258.820,0.0650,1.126
36,0,36,2.021,1028.260,1.3412,1.162
36,1,37,0.565,0.000,0.0894,123.289
36,2,38,0.692,0.000,4.4494,47.004
36,3,39,0.551,0.000,2.5711,14.453
36,4,40,0.824,0.000,0.9929,2.072
36,5,41,0.859,0.000,0.8258,1.127
36,6,42,0.856,0.000,0.0665,1.127
36,7,43,1.017,0.000,0.0658,1.127
36,8,44,1.283,0.000,0.0661,1.127
36,9,45,1.250,0.000,0.0658,1.127
36,10,46,0.955,0.000,0.0645,1.127
36,11,47,0.830,0.000,0.0649,1.127
36,12,48,0.839,0.000,0.0654,1.126
36,13,49,1.444,0.000,0.0651,1.126
36,14,50,0.891,258.820,0.0650,1.126
36,15,51,9.435,0.000,0.0646,25.773
37,0,37,1.014,0.000,0.0894,123.289
37,1,38,1.459,0.000,4.4494,47.004
37,2,39,0.594,0.000,2.5711,14.453
37,3,40,0.571,0.000,0.9929,2.072
37,4,41,0.615,0.000,0.8258,1.127
37,5,42,0.278,0.000,0.0665,1.127
37,6,43,0.563,0.000,0.0658,1.127
37,7,44,0.998,0.000,0.0661,1.127
37,8,45,1.067,0.000,0.0658,1.127
37,9,46,0.738,0.000,0.0645,1.127
37,10,47,0.845,0.000,0.0649,1.127
37,11,48,0.394,0.000,0.0654,1.126
